pred_delta_ratio,real_delta_ratio,pred_delta,real_delta,real_price
-1.1698233,0.0014449189,-2.970200170289716,0.1799999999999926,95.27
-0.11689774,0.9845326,-0.11567401113796918,2.8500000000000085,98.12
-0.6081765,-0.8269997,-1.441860265432217,-2.0700000000000074,96.05
0.75618875,-0.28206727,2.245406584677918,-0.5900000000000034,95.46
0.2552724,-0.7202224,0.8886870636792681,-1.779999999999987,93.68
0.33565402,1.2496349,1.0628918253867108,3.569999999999993,97.25
-0.63605314,0.034582704,-1.5169693046233956,0.269999999999996,97.52
-0.316692,-0.5066678,-0.6335424040142887,-1.2000000000000028,96.32
-0.14342491,0.2518193,-0.22318142090745383,0.8600000000000136,97.18
1.2565758,0.6862925,3.691368070291543,2.039999999999992,99.22
0.9976944,1.0471262,2.813698549997595,3.019999999999996,102.24
1.4112694,-0.6870846,4.078859770248975,-1.6899999999999977,100.55
0.9068833,0.8851192,2.7158945362904774,2.5799999999999983,103.13
0.88659674,0.67892855,2.6108803798401783,2.0200000000000102,105.15
-1.3761562,2.792383,-3.4495730066234085,7.759999999999991,112.91
1.4741716,-3.5700722,4.214472533112011,-9.519999999999996,103.39
-0.8628496,-0.5103498,-2.1266926057843314,-1.2099999999999937,102.18
-0.9638169,-0.09060449,-2.418661351025085,-0.07000000000000739,102.11
-0.37213016,-0.82331777,-0.7857198688109711,-2.0600000000000023,100.05
-1.0441753,-0.73126835,-2.6441002492981065,-1.8100000000000023,98.24
-0.096186206,-0.29679516,-0.0742049220689085,-0.6299999999999955,97.61
-0.1613854,0.64579076,-0.23742430764677228,1.9300000000000068,99.54
0.64463234,-0.0059190337,1.9842618436196253,0.1599999999999966,99.7
0.040435344,0.47273788,0.30059181101071275,1.4599999999999937,101.16
-0.48421836,-1.1731055,-1.1284979121907763,-3.009999999999991,98.15
-0.42589903,-0.4146184,-0.9653374905339362,-0.9500000000000028,97.2
-0.15119684,-1.0295085,-0.19108429765745671,-2.6200000000000045,94.58
-0.021835787,0.3806885,0.1665091835217287,1.210000000000008,95.79
-0.4991122,-0.053784724,-1.195594341196051,0.029999999999986926,95.82
-0.6156507,-0.91904914,-1.414715378497197,-2.319999999999993,93.5
-0.00045178086,0.03090073,0.21315860809452422,0.2600000000000051,93.76
0.36465845,0.10822223,1.2226759280371233,0.46999999999999886,94.23
-0.2665683,-0.82331777,-0.4873254528889225,-2.0600000000000023,92.17
0.17800209,-0.07955856,0.6890231625990924,-0.04000000000000625,92.13
-0.19270627,0.95507675,-0.2888388101744664,2.7700000000000102,94.9
-0.020851202,-0.4882579,0.1714960061785516,-1.1500000000000057,93.75
1.4035854,-0.13847017,4.07257868972623,-0.20000000000000284,93.55
0.88985956,0.07140247,2.6262196887684595,0.37000000000000455,93.92
-0.53841585,-0.6797207,-1.2394002247062994,-1.6700000000000017,92.25
0.19853579,-0.62449104,0.7197183340794635,-1.519999999999996,90.73
-0.008603513,0.5611053,0.16203790643717486,1.7000000000000028,92.43
1.1337843,0.8372535,3.3070930996475623,2.4499999999999886,94.88
0.9673231,0.4211902,2.866741254564367,1.3200000000000074,96.2
0.18103112,1.3490483,0.682612693298587,3.8400000000000034,100.04
-0.2803893,-0.46616608,-0.5724924464672871,-1.0900000000000034,98.95
0.5715628,-0.5213957,1.6911831275402427,-1.240000000000009,97.71
0.21082991,1.0029424,0.7989117772516103,2.9000000000000057,100.61
-0.9046493,-0.7680881,-2.228883378597237,-1.9099999999999966,98.7
0.180887,-0.061148677,0.6634544392634916,0.009999999999990905,98.71
0.107164964,-0.27838528,0.5566043822372935,-0.5799999999999983,98.13
-0.9015831,-0.09796844,-2.134621739826384,-0.0899999999999892,98.04
1.2089664,-0.35938877,3.526778129056226,-0.8000000000000114,97.24
0.5607167,1.0434442,1.7709490398472683,3.010000000000005,100.25
0.4590046,0.5795152,1.4511609010273632,1.75,102.0
0.019406036,0.4101443,0.277666457114873,1.2900000000000063,103.29
0.124143,-0.38884458,0.5636024865727901,-0.8800000000000097,102.41
-0.70433134,0.5021937,-1.6931052076153665,1.5400000000000063,103.95
0.03849119,-1.1141939,0.3091744660250383,-2.8500000000000085,101.1
0.5147238,0.28863907,1.6339002397000468,0.960000000000008,102.06
-0.8207863,-0.024328915,-2.0394223019383095,0.10999999999999943,102.17
-1.2203873,-0.8932753,-3.106590066632745,-2.25,99.92
0.5226503,-0.8343637,1.6345901978650206,-2.0900000000000034,97.83
0.15831347,1.6178325,0.6543001242687418,4.570000000000007,102.4
0.5914583,-0.024328915,1.7978080536183432,0.10999999999999943,102.51
-0.27843595,0.0198548,-0.567164056147395,0.22999999999998977,102.74
0.88282895,-0.2268376,2.520172098184176,-0.4399999999999977,102.3
0.13406816,0.6715646,0.5889995723444147,2.0,104.3
0.8498846,-0.2452475,2.5318021143647687,-0.4899999999999949,103.81
0.28784192,1.0949919,0.9558583306526627,3.1499999999999915,106.96
-0.49030024,-0.34097886,-1.0728497041870084,-0.75,106.21
0.33353359,-1.4050701,1.0833140263526744,-3.6400000000000006,102.57
0.6566209,0.8225256,2.0194366322520376,2.410000000000011,104.98
-0.30941486,1.7172458,-0.6042855036518073,4.839999999999989,109.82
-0.97663796,-1.6738542,-2.44260267016242,-4.36999999999999,105.45
-0.06728937,-1.3167026,0.0461221260105148,-3.4000000000000057,102.05
0.30016634,0.5169216,1.0396207916628144,1.5799999999999983,103.63
0.18696266,-0.0574667,0.744808634891027,0.020000000000010232,103.65
0.08661406,0.064038515,0.4401434631164983,0.3499999999999943,104.0
-0.20898524,0.5445364,-0.3406085542712656,1.6550000000000011,105.655
-0.13184723,-0.00039606917,-0.17457526086262637,0.17499999999999716,105.83
0.8584999,0.22604547,2.5009356207913815,0.7900000000000063,106.62
0.25419414,1.2496349,0.8999007292790198,3.569999999999993,110.19
0.22880705,0.6678826,0.8470826110877584,1.990000000000009,112.18
-0.13112378,-0.7717701,-0.16556136169777025,-1.9200000000000017,110.26
-0.2618168,0.28127512,-0.5218303025112636,0.9399999999999977,111.2
1.2076399,0.74520415,3.3852348224535556,2.200000000000003,113.4
1.2017721,0.70838434,3.5087360264125627,2.0999999999999943,115.5
-0.039806105,0.9108931,0.11774920811288811,2.6500000000000057,118.15
-0.1406943,-0.76440614,-0.2157162157428356,-1.9000000000000057,116.25
