pred_delta_ratio,real_delta_ratio,pred_delta,real_delta,real_price
0.54945993,0.47643548,3.13668567922546,2.7399999999999807,238.51
0.51651347,0.0654964,2.897075557735125,0.7199999999999989,239.23
-0.4034691,0.14687048,-1.5326299578537652,1.1200000000000045,240.35
-0.73789924,-1.0045726,-3.0637820901801995,-4.539999999999992,235.81
0.3352229,-0.8703055,2.0808988827436368,-3.8799999999999955,231.93
0.92890656,1.6055007,4.958580472295722,8.289999999999992,240.22
0.8238733,0.3991301,4.459425051186337,2.3600000000000136,242.58
-0.661383,-0.19083193,-2.841821619020528,-0.5400000000000205,242.04
0.3040053,-0.37188923,1.8893958200116987,-1.4299999999999784,240.61
-0.022273451,1.422409,0.3559198254071673,7.389999999999986,248.0
0.935262,-0.0484273,5.008144476488044,0.1599999999999966,248.16
-0.0108516365,-1.1896987,0.41229630795945316,-5.449999999999989,242.71
-0.47127712,0.9565425,-1.8188355776025702,5.099999999999994,247.81
2.2745543,0.9239929,11.357230214066684,4.939999999999998,252.75
-0.4622177,2.32973,-1.6825282136429762,11.850000000000023,264.6
0.6916047,-1.3524468,3.7827272597462254,-6.25,258.35
1.4443014,-0.40240452,7.530251263809987,-1.580000000000041,256.77
0.37267327,2.1140888,2.1673906036891806,10.79000000000002,267.56
0.6261564,-0.24982813,3.4752472284132034,-0.8299999999999841,266.73
-1.2952219,-0.71366036,-5.96446900001706,-3.1100000000000136,263.62
1.1434205,-0.18676323,6.03776506428119,-0.5199999999999818,263.1
0.21658587,1.5912603,1.427413496127892,8.21999999999997,271.32
0.34907472,0.09194298,2.161490604920196,0.8500000000000227,272.17
-1.0116478,-0.6607672,-4.374882963607861,-2.8500000000000227,269.32
-0.740767,-1.5396072,-3.154217975016257,-7.170000000000016,262.15
-1.4126513,-0.9130268,-6.450162618639194,-4.089999999999975,258.06
-0.8123369,-1.1774926,-3.3802804987780264,-5.390000000000015,252.67
-0.29428524,-0.31696174,-1.0511570860938624,-1.1599999999999966,251.51
-0.36006767,0.58222175,-1.362633273841239,3.2600000000000193,254.77
0.03559272,-1.2100422,0.637219579035686,-5.550000000000011,249.22
-0.46500546,0.11025214,-1.8265366713535391,0.9399999999999977,250.16
-0.75621957,-0.23151897,-3.1221110239409677,-0.7400000000000091,249.42
0.10826869,-0.72179776,0.9730604953221172,-3.1499999999999773,246.27
0.92491287,0.9036494,4.8218656830992455,4.840000000000003,251.11
-0.28753668,0.7693821,-0.8446044387184383,4.179999999999978,255.29
0.0029993784,0.24045067,0.4068208142109557,1.5800000000000125,256.87
0.120229825,-0.6343206,1.0212258536206897,-2.719999999999999,254.15
-0.65272665,-0.17252277,-2.820310468378525,-0.45000000000001705,253.7
-1.0895935,-0.3617175,-4.8453570795791965,-1.3799999999999955,252.32
0.645755,-0.83979017,3.6447321921986915,-3.7299999999999898,248.59
0.105828136,1.0033326,0.9698563822129054,5.329999999999984,253.92
0.06857783,1.3166229,0.7021657750298995,6.870000000000033,260.79
1.9654061,0.8649967,10.0958098823437,4.649999999999977,265.44
1.1531897,2.1079857,5.993464317490744,10.759999999999991,276.2
0.33000842,0.5761187,2.0555283607442645,3.230000000000018,279.43
0.06544754,-1.5457102,0.7515598792247246,-7.199999999999989,272.23
-1.2402189,0.23434761,-5.430425730405273,1.5499999999999545,273.78
1.3794042,-0.38409537,7.112925672849619,-1.4899999999999523,272.29
0.67407906,1.01147,3.7016826073186437,5.3700000000000045,277.66
0.4574167,0.51101947,2.687795646909424,2.909999999999968,280.57
-1.0255222,-0.93337035,-4.562409268954744,-4.189999999999998,276.38
0.123572454,-0.3149274,1.049712370471567,-1.1499999999999773,275.23
0.8291707,0.99316084,4.445923995221424,5.279999999999973,280.51
0.13332155,0.63918364,0.9887453602047617,3.5400000000000205,284.05
0.16665143,0.7836226,1.3340812639303086,4.25,288.3
0.31975216,-0.2986526,1.9597100428077971,-1.0699999999999932,287.23
-0.92933106,-0.09114869,-4.13832805733161,-0.05000000000001137,287.18
0.49564126,-0.65873283,2.7655255877928946,-2.840000000000032,284.34
-0.68090296,1.3959625,-2.863394269177128,7.260000000000048,291.6
-0.9616596,-0.5305687,-4.313100886893352,-2.2100000000000364,289.39
-1.2350818,-1.4155117,-5.57954546349648,-6.560000000000002,282.83
0.9706188,0.053290293,5.122217139982221,0.660000000000025,283.49
0.81909084,1.2108365,4.468726681272189,6.349999999999966,289.84
1.2650781,-0.8336871,6.5293465205023775,-3.6999999999999886,286.14
0.09966145,0.46016067,0.9347991560561167,2.660000000000025,288.8
-0.2599376,-0.16845407,-0.8338101354789157,-0.4300000000000068,288.37
-0.18262108,-0.064702116,-0.36307232143474744,0.07999999999998408,288.45
-0.119475864,-0.55701524,-0.1984551604125741,-2.339999999999975,286.11
-0.5844349,-0.15217924,-2.461381308373549,-0.35000000000002274,285.76
-1.13401,-0.8926833,-5.048467571983362,-3.990000000000009,281.77
0.9108323,-1.3727903,4.888903348996449,-6.349999999999966,275.42
0.6634426,3.977555,3.6096843910379635,19.94999999999999,295.37
0.63781375,1.8435199,3.5240836045449293,9.45999999999998,304.83
0.29724294,0.41337058,1.782501409545577,2.430000000000007,307.26
0.20554042,-0.42681673,1.5206270735704344,-1.6999999999999886,305.56
-0.41764426,-0.11149221,-1.6553962310892585,-0.14999999999997726,305.41
-0.18085591,-0.28644645,-0.4588865671364974,-1.0100000000000477,304.4
0.7919793,0.12449261,4.206958909394708,1.0100000000000477,305.41
0.2711832,0.98502344,1.7537891775515309,5.239999999999952,310.65
