id,publish_time,title,article_url,ticker,publisher,description,keywords
,2023-04-08 10:14:12,"Despite Recent Wave Of Mass Layoffs, Tech Companies Are Still Hiring, Report Reveals - Microsoft  ( NASDAQ:MSFT ) , Alphabet  ( NASDAQ:GOOGL ) , Meta Platforms  ( NASDAQ:META ) , Intel  ( NASDAQ:INTC ) , Salesforce  ( NYSE:CRM ) ",https://www.benzinga.com/news/23/04/31718291/despite-recent-wave-of-mass-layoffs-tech-companies-are-still-hiring-report-reveals,INTC,Benzinga,"According to a recent report from CompTIA, job postings for tech positions reached nearly 316,000 in March - the highest total in seven months despite a wave of layoffs","Technology,Manufacturing"
,2023-04-08 08:00:00,Remembering Gordon Moore,https://www.fool.com/investing/2023/04/08/remembering-gordon-moore/,INTC,Motley Fool,We look at tech's past and consider whether an AI pause is a good idea.,"Financial Markets,Manufacturing,Earnings,Technology"
,2023-04-07 17:00:00,Is Intel Stock a Screaming Buy Following Terrific Gains Last Month?,https://www.fool.com/investing/2023/04/07/is-intel-stock-a-screaming-buy-following-terrific/,INTC,Motley Fool,Intel's still has more challenges to face despite its recent gains.,"Earnings,Financial Markets,Manufacturing"
,2023-04-07 11:00:00,Raja Koduri joins Tenstorrent's Board of Directors; CTO Ljubisa Bajic scales back his role,https://www.prnewswire.com/news-releases/raja-koduri-joins-tenstorrents-board-of-directors-cto-ljubisa-bajic-scales-back-his-role-301791469.html,INTC,PR Newswire,Raja Koduri joins Tenstorrent's Board of Directors. CTO Ljubisa ... PR ...,Manufacturing
,2023-04-07 07:17:00,Is AMD Stock a Buy Now?,https://www.fool.com/investing/2023/04/07/is-amd-stock-a-buy-now/,INTC,Motley Fool,This chipmaker is currently trading at a better value than Nvidia and Intel.,"Financial Markets,Manufacturing,Earnings,Technology,Finance"
,2023-04-06 11:26:00,AMD Inks Multi-Year Agreement With Samsung for Radeon Chips,https://www.zacks.com/stock/news/2075726/amd-inks-multi-year-agreement-with-samsung-for-radeon-chips,INTC,Zacks Commentary,"Advanced Micro Devices (AMD) announces an extended agreement with Samsung, under which, it will supply its Radeon graphics chips to the latter's Exynos SoCs.","Earnings,Technology,Manufacturing"
,2023-04-06 10:15:00,"Intel Stock Is Defying Analysts, But Is It Enough to Regain My Confidence?",https://www.fool.com/investing/2023/04/06/intel-stock-is-defying-analysts-but-is-it-enough-t/,INTC,Motley Fool,It's always noisiest near the bottom.,"Financial Markets,Manufacturing"
,2023-04-06 05:32:55,Billionaire's dream of building a chip plant in India faces mounting hurdles,https://www.scmp.com/tech/policy/article/3216200/billionaire-agarwal-wants-build-chip-plant-india-apple-supplier-foxconn-hurdles-are-mounting,INTC,South China Morning Post,"A venture between Anil Agarwal's Vedanta Resources and Taiwan's Foxconn, announced last year, has yet to obtained enough financial backing, according to sources.","Technology,Manufacturing"
,2023-04-06 04:32:25,Anil Agarwal's India chip dream at risk as hurdles mount | The Financial Express,https://www.financialexpress.com/industry/anil-agarwals-india-chip-dream-at-risk-as-hurdles-mount/3036362/,INTC,The Financial Express,Anil Agarwal's India chip dream at risk as hurdles mount The Financial Express ...,"Technology,Manufacturing"
,2023-04-06 03:43:08,Anil Agarwal's chip dream at risk as hurdles mount,https://www.moneycontrol.com/news/business/anil-agarwals-chip-dream-at-risk-as-hurdles-mount-10373081.html,INTC,Money Control,"Seven months after Agarwal announced a chip partnership between his Vedanta Resources Ltd. and Taiwan's Hon Hai Precision Industry Co., the venture is yet to tie up with a fabrication unit operator or license manufacturing-grade technology, people familiar with the matter said.","Technology,Manufacturing"
,2023-04-06 03:33:00,Anil Agarwal's $19-bn chipmaking plant dream at risk as hurdles mount,https://www.business-standard.com/companies/news/anil-agarwal-s-19-bn-chipmaking-plant-dream-at-risk-as-hurdles-mount-123040600439_1.html,INTC,Business Standard,"Winning government funding is key to fulfilling Agarwal's chip dream, given his broader empire is facing intensifying financial strain ...","Technology,Manufacturing"
