id,publish_time,title,article_url,ticker,publisher,description,keywords
,2023-03-09 18:36:00,Buy Nvidia  ( NVDA )  & Broadcom  ( AVGO )  Stock for More Upside?,https://www.zacks.com/stock/news/2063871/buy-nvidia-nvda-broadcom-avgo-stock-for-more-upside,NVDA,Zacks Commentary,Let's see if investors should still buy Nvidia and Broadcom stock at their current levels and check the outlook of these semiconductor giants.,"Economy - Monetary,Financial Markets,Manufacturing,Earnings"
,2023-03-09 16:23:31,Nvidia Stock Forecast -- NVDA Chart for Technical Analysis  ( Will the Pop Drop? ) ,https://www.fool.com/investing/2023/03/09/nvidia-stock-forecast-nvda-chart-for-technical-ana/,NVDA,Motley Fool,"Nvidia stock has rallied over 60% so far in 2023. Is NVDA stock a buy, or will the AI bubble pop?","Financial Markets,Manufacturing"
,2023-03-09 15:59:00,"Bitcoin tumbles, as Silvergate Bank's collapse highlights the biggest threat to U.S. crypto industry",https://www.marketwatch.com/story/bitcoin-tumbles-as-silvergate-banks-collapse-highlights-the-biggest-threat-to-u-s-crypto-industry-ced055ee,NVDA,MarketWatch,The latest Distributed Ledger column from MarketWatch: a weekly look at the most important moves and news in crypto.,"Technology,Finance,Blockchain,Economy - Monetary,Financial Markets,Manufacturing,Real Estate & Construction"
,2023-03-09 15:56:00,ETFs to Buy if You Love  ( or Hate )  Jim Cramer,https://www.zacks.com/stock/news/2063780/etfs-to-buy-if-you-love-or-hate-jim-cramer,NVDA,Zacks Commentary,These new ETFs allow investors to bet on or against Jim Cramer ...,"Technology,Financial Markets,Manufacturing"
,2023-03-09 14:45:31,"Battle Of The Gaming Giants: Sony Fears Xbox May Sabotage 'Call Of Duty' On PlayStation - Microsoft  ( NASDAQ:MSFT ) , Activision Blizzard  ( NASDAQ:ATVI ) ",https://www.benzinga.com/general/entertainment/23/03/31281189/battle-of-the-gaming-giants-sony-fears-xbox-may-sabotage-call-of-duty-on-playstation,NVDA,Benzinga,"Sony SONY submitted documentation to the UK's Competition and Markets Authority ( CMA ) expressing concerns about Microsoft MSFT's potential moves to undermine the ""Call of Duty"" franchise on PlayStation, according to The Verge.","Technology,Manufacturing"
,2023-03-09 14:07:08,"AI Will Drive 25% Of GDP In 10 Years, Says Analyst: Which Company Will Emerge The Winner? - Microsoft  ( NASDAQ:MSFT ) , Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/news/23/03/31281576/ai-will-drive-25-of-gdp-in-10-years-says-analyst-which-company-will-emerge-the-winner,NVDA,Benzinga,"The use of artificial intelligence ( AI ) technology is catalyzing the next platform shift, and will become integrated with every business, contributing to 25% of GDP growth, says Oppenheimer & Co. The company's Thursday industry update to investors is a deep dive into the new AI food chain ...","Financial Markets,Manufacturing,Real Estate & Construction,Technology"
,2023-03-09 13:38:00,11 Top Growth Stocks Expecting Up To 166% Rise This Year,https://www.investors.com/research/growth-stocks-to-buy-and-watch-2023/,NVDA,Investors Business Daily,PDD Stock Among 11 Top Growth Stocks Investor's Business Daily ...,"Financial Markets,Manufacturing,Earnings,Energy & Transportation,Technology,Finance"
,2023-03-09 12:50:45,Career Day Ahead: Investors Brace for Friday's Critical Jobs Data Following Powell's Hawkish Remarks,https://www.benzinga.com/markets/23/03/31282289/career-day-ahead-investors-brace-for-fridays-critical-jobs-data-following-powells-hawkish-remarks,NVDA,Benzinga,"( Thursday market open ) Just over a month ago, the Labor Department kicked off February with a jobs report that shocked market participants, unnerved the Federal Reserve, and sparked a rally in Treasury yields that continues to slam the brakes on Wall Street gains.","Technology,Economy - Monetary,Retail & Wholesale,Financial Markets,Manufacturing,Earnings,Economy - Macro"
,2023-03-09 11:41:46,Baidu Works Round The Clock To Meet Its ChatGPT-Styled AI Deadline; Borrows Nvidia's Powerful Chips And Other Team Members - Baidu  ( NASDAQ:BIDU ) ,https://www.benzinga.com/news/23/03/31277441/baidu-works-round-the-clock-to-meet-its-chatgpt-styled-ai-deadline-borrows-nvidias-powerful-chips-an,NVDA,Benzinga,"Baidu, Inc BIDU employees are reportedly racing to meet the March 16 deadline of the ChatGPT chatbot equivalent launch, which still needs to be improved to perform some essential functions. Hundreds of people have been working around the clock to develop Ernie Bot, the Wall Street Journal reports ...","Technology,Financial Markets,Manufacturing"
,2023-03-09 10:30:00,Forget the AI Hype: Nvidia's Road to $1 Trillion Is This,https://www.fool.com/investing/2023/03/09/forget-the-ai-hype-nvidias-road-to-1-trillion-is-k/,NVDA,Motley Fool,"Before the hype, Nvidia had already laid out its plans.","Financial Markets,Manufacturing"
,2023-03-09 10:27:00,"Nvidia, Broadcom, Mobileye Peer Etches Buy Point With 67% Growth",https://www.investors.com/research/ibd-stock-analysis/monolithic-power-systems-near-breakout-as-peers-nvidia-broadcom-mobileye-show-strength/,NVDA,Investors Business Daily,"Fabless semiconductor designers like Nvidia ( NVDA ) , Broadcom ( AVGO ) , Mobileye ( MBLY ) and Lattice Semiconductor ( LSCC ) continue strong moves as artificial intelligence and other technologies drive demand. Now Monolithic Power Systems ( MPWR ) has etched a new buy point, boosted by ...","IPO,Financial Markets,Manufacturing,Earnings"
,2023-03-09 10:14:00,Microsoft's  ( MSFT )  10-Year Deal to Sony for Call of Duty on PS,https://www.zacks.com/stock/news/2063627/microsofts-msft-10-year-deal-to-sony-for-call-of-duty-on-ps,NVDA,Zacks Commentary,Microsoft (MSFT) offers to license Activision's Call of Duty to Sony for 10 years to address concerns raised by Competition and Markets Authority in UK.,"Technology,Manufacturing"
,2023-03-09 10:10:00,"The Best Stocks to Invest $20,000 in Right Now",https://www.fool.com/investing/2023/03/09/feb23-the-best-stocks-to-invest-20000-in-right-now/,NVDA,Motley Fool,"Growth is out of favor right now, and that's why investors should start taking a hard look at these two stocks.","Economy - Monetary,Financial Markets,Manufacturing,Earnings,Technology"
,2023-03-09 10:01:00,US Stock Market: Top gainers and losers of last month | The Financial Express,https://www.financialexpress.com/investing-abroad/featured-stories/us-stock-market-top-gainers-and-losers-of-last-month/3003875/,NVDA,The Financial Express,US Stock Market: Top gainers and losers of last month The Financial Express ...,"Economy - Monetary,Retail & Wholesale,Manufacturing"
,2023-03-09 09:01:00,Trezor crypto wallet's move into the semiconductor business isn't for everyone,https://cointelegraph.com/news/trezor-crypto-wallet-s-move-into-the-semiconductor-business-isn-t-for-everyone,NVDA,Cointelegraph,"Trezor plans to build its hardware wallet chips, but other crypto companies still prefer third-party imports due to technical and financial barriers.","Blockchain,Manufacturing"
