trade_date,capital,AAPL_ratio,GOOGL_ratio,MSFT_ratio,AMZN_ratio,META_ratio,cash_ratio
2023-03-22,1.3381360814966088,3.2803288991558337e-12,5.451728389338368e-06,0.9998817344291633,8.943257497850636e-22,0.00011281383481168586,4.3554006433277424e-12
2023-03-23,1.3493170147213913,3.7094409237435e-05,0.008632578740150386,0.990350907387256,0.000978233255693177,6.1531955052004e-08,1.1246757078916287e-06
2023-03-24,1.345243916620817,1.2766802016125392e-07,0.7418757442627318,0.2537653883939323,0.004336963869064636,6.936400428019217e-06,1.4839405823172116e-05
2023-03-27,1.3267087566010467,0.9937187807740567,2.004366781807429e-09,1.779944920602181e-10,7.061859735322601e-13,0.003983844773962265,0.00229737226891358
2023-03-28,1.3149060177368552,4.1254143192395677e-10,7.506377255141816e-16,8.518773985515945e-15,0.9999999995874491,1.6174432003610264e-18,1.860056314745233e-16
2023-03-29,1.3574786403827237,4.835800584461122e-09,5.0056462557649024e-11,0.02850957121234041,0.22657737540693726,0.7449130460329413,2.4619238493843825e-09
2023-03-30,1.3700622168579897,0.9999827340503946,4.685598104111374e-08,2.6869745264612165e-10,1.6513007714600252e-05,7.058094869977447e-07,7.725153386837187e-12
2023-03-31,1.3998362557563517,0.00026552817522904683,0.9993744196406178,0.0002799621369082655,3.8345052552240344e-05,3.927146721125775e-05,2.47352748155701e-06
2023-04-03,1.4017701377823455,2.4983130510869116e-11,0.9999926139495772,2.2605120133915374e-09,5.858965209950374e-10,7.383176622711034e-06,2.4085720266344645e-12
2023-04-04,1.3945837535511805,0.6148931690964687,2.0760919648661977e-08,1.914809688659719e-07,2.253892893139876e-08,0.0027768726595703195,0.3823297234631435
2023-04-05,1.3746608860465646,2.829646514683257e-06,0.993883094939648,0.004414388210369227,5.4253398338889335e-06,0.0016939903323212222,2.715313131708553e-07
2023-04-06,1.3956590889872875,3.582540266775248e-13,3.125699093564181e-07,3.3827031051642302e-12,0.9999748199916649,2.4781753157496075e-05,8.568152737348413e-08
2023-04-10,1.3773276700588823,0.0001241820123547421,0.50748673441282,1.243656139526573e-07,6.676592568210847e-10,0.12705817987983978,0.3653307786617123
2023-04-11,1.3792327216184646,1.3795510927789276e-06,4.4116301765339686e-08,1.5364071678111945e-10,2.095890021622502e-15,0.9585444184385603,0.04145415774040242
2023-04-12,1.3620166082734344,0.9430105423078177,0.04948376847146909,0.006407361406905263,0.001098317310886243,1.0425805295323456e-08,7.711660102265602e-11
2023-04-13,1.4129317699451898,3.923669066574212e-05,0.8466967785403551,0.153213530604377,1.647625615533136e-05,3.395830999006777e-05,1.9598456745045678e-08
2023-04-14,1.384016958734411,1.0779272437668525e-06,4.68228200689542e-13,0.9933389258927058,0.006659996039564599,1.3202247201643514e-14,1.4000441485238999e-10
2023-04-17,1.3764827149747891,0.6835869008304214,0.059505006426508265,0.24763076630832534,3.514048446587325e-05,1.1849087771839255e-05,0.00923033686250721
2023-04-18,1.3720888366255304,1.15904762503391e-11,1.877963793165908e-13,1.025638753743936e-12,0.9999999999684239,1.470093800152943e-17,1.8772002300923553e-11
2023-04-19,1.3845813494356374,9.491414197590205e-07,0.9982154378971329,1.518210786227709e-06,0.0017766931828698573,7.717447112999139e-09,5.3938503440121986e-06
2023-04-20,1.3886790325905227,9.733559110193708e-14,2.360697361867484e-09,1.2143087539537703e-11,0.9999999976015883,1.1974054937127158e-12,2.427645268343775e-11
2023-04-21,1.4065881409902274,0.03810716217348891,0.0004783866003335911,1.564878560555358e-08,0.9613238737471506,1.0757257647287528e-07,9.045425766503266e-05
2023-04-24,1.4020412555346409,0.00014121048918184587,5.187131230312122e-06,1.8812439317815054e-08,4.1092128750317745e-05,1.3873220475661497e-10,0.999812491299666
2023-04-25,1.360298091354183,3.9579349699881266e-06,0.006046868567125986,0.9932072698926009,0.0007413425357786351,5.353772504569311e-07,2.5692273975439076e-08
2023-04-26,1.4100937251544778,3.022521112986589e-28,2.928779529463156e-11,2.634378328114729e-21,1.9907670679465613e-18,0.9999999999707121,4.892625416356228e-27
2023-04-27,1.4774847475410695,0.056407503894810904,0.00029926755576646305,0.9431492080970184,1.7384267909746795e-08,0.00013828474589383684,5.718322242625172e-06
2023-04-28,1.524188878376518,1.2551546934173868e-28,2.752375480903905e-27,2.7188657739608266e-26,1.4165977072457215e-38,1.0,7.539424618474542e-29
2023-05-01,1.496814399440637,6.244756365767981e-05,3.876971589278094e-09,0.9824803992683838,0.010458147426101239,0.00026625456743364196,0.006732747297452253
2023-05-02,1.5073064109547525,6.423566116296115e-09,5.8092991274289316e-05,1.5000715505010346e-07,0.9999065860543361,7.704360296121529e-08,3.508748006542942e-05
2023-05-03,1.5075857879283474,3.106497859664353e-06,3.28579792816299e-07,0.00015838468743037352,0.9991191465630109,3.2038202345410594e-10,0.0007190333515243297
2023-05-04,1.5094527127696287,0.4149720735112065,0.0016898641907071895,0.5832995788870603,3.7955740405502254e-05,1.060322256763672e-15,5.276706195786241e-07
2023-05-05,1.5450634224061046,0.0909490201539463,0.7152175200123473,0.19292173396130144,2.1985974921522774e-05,0.0002950398776254848,0.0005947000198579987
2023-05-08,1.5681717204692145,1.6515245740492797e-08,0.9954836188778929,9.216709562216762e-11,3.80699197502118e-08,0.00451612548081911,2.0096395522672027e-07
2023-05-09,1.55734188921887,1.2573766950208133e-08,0.1674306049149614,1.5644466877195288e-08,0.8325693668275077,6.953834546396394e-13,3.860160213034437e-11
2023-05-10,1.6191341181153256,0.00015413153565552417,0.9537421895703895,9.740776120113905e-10,0.04609387219614004,4.1232120920625175e-07,9.393402528131285e-06
2023-05-11,1.6803832774327216,4.457423467134628e-06,0.9851613367061364,6.813450869074484e-08,0.014778839884693497,4.887089460978383e-05,6.4269565844022785e-06
2023-05-12,1.6821364371661374,8.617270763699955e-09,0.9985829856350737,7.319224665438782e-05,3.09748126812872e-07,0.0013421348227180166,1.3689301562744989e-06
2023-05-15,1.675436021614989,8.630556257877913e-06,0.9999874256806254,1.4847316918990993e-07,2.2956928726153494e-10,3.768115575853134e-06,2.6944802334218198e-08
2023-05-16,1.6817826361529489,1.7361903196171367e-11,2.773759391353999e-14,9.23985937003375e-14,0.9999999988895634,1.0929060042472545e-09,4.8726450991692934e-14
2023-05-17,1.7008847282220447,1.514619505611573e-11,1.394504459614904e-09,1.7757005921853024e-10,0.9999999984126553,9.426356923169918e-14,2.949766745684789e-14
2023-05-18,1.7253605766017814,0.0004934471014033277,0.048944848858247014,0.9464954798692148,0.0025793678636979065,0.0005627747765885623,0.0009240815308482858
2023-05-19,1.7272858772086626,1.1262867518180378e-06,0.9392013958242648,0.06076981230806358,6.733104269283978e-09,2.7616521829716107e-05,4.232598600509307e-08
2023-05-22,1.6995321397900462,4.2463986063325756e-06,6.2542705169431045e-15,9.319252701392585e-10,0.023693615258917836,0.9762974950166461,4.642393898173509e-06
2023-05-23,1.7092568878392589,1.0030836060394426e-12,8.469452790059352e-20,1.6500342613042547e-10,0.9999793508412146,2.0648682961887977e-05,3.0981708672500624e-10
2023-05-24,1.679617818995011,4.73241913635665e-10,0.9744470842573628,1.145514198530547e-06,2.2213244977570555e-14,0.025551762556610978,7.198563506954798e-09
2023-05-25,1.7028718065120112,3.318596249141548e-06,7.763862024727217e-06,0.012169737938651098,0.98781817762696,1.001975677299379e-06,4.376436998428146e-13
2023-05-26,1.762781319734845,3.88145671274811e-06,3.255100196418687e-11,0.041754056687581045,1.5385712560687e-07,0.9582418815699674,2.639606231149666e-08
2023-05-30,1.7828460730455296,2.861581371460989e-05,2.8977070108664224e-10,0.00011693790070117155,1.8410366540088437e-05,0.999821480450062,1.4555179211522577e-05
2023-05-31,1.7763405077461143,2.9360435807854973e-06,6.87948353737235e-13,1.9458961430652895e-11,0.9311917192139424,0.0688053445677406,1.5458933109561656e-10
2023-06-01,1.800991790695265,9.984500175686187e-11,3.8081689374924516e-08,0.9946007212891497,0.0053992398370477715,6.772592820019765e-10,1.5009187776275557e-11
2023-06-02,1.8222883352668187,1.5444941423648456e-05,0.18907563826708934,0.8101540160803825,0.0007531256742719746,1.2503804243730981e-09,1.7737864520819234e-06
2023-06-05,1.8435154077903533,7.659326925637076e-08,0.0013669074133523076,0.9868821447981379,0.011742985772886348,3.1293013373126174e-07,7.572492220473476e-06
2023-06-06,1.837626843748649,0.005128826931605687,1.224359437396545e-05,3.188755353187668e-07,7.835540576975161e-10,5.876689889839914e-10,0.9948586092272619
2023-06-07,1.7874453348204338,5.3245811626981995e-05,1.941502100972654e-08,3.07207267882417e-06,4.814795453683448e-05,0.9998952412061877,2.7353994862764053e-07
2023-06-08,1.800372421074222,0.7904703710452787,0.0039005708020903676,2.662029690761316e-07,0.0025397515238974877,4.582378703713816e-08,0.20308899460197719
2023-06-09,1.7978546040749508,0.9771041350504832,0.002326167380740311,0.0001257577064951497,0.001955171584693634,0.018488762948049093,5.3295387177795075e-09
2023-06-12,1.8223645358098821,4.715110474965818e-05,0.021551232673550826,0.96101973310949,0.017380814123059536,4.984341487519662e-09,1.0640048086007193e-06
2023-06-13,1.819719451190971,0.5487294032416681,8.968060384638734e-07,0.2563479796044937,7.4179576417482485e-06,0.1949079338653385,6.3685248193958655e-06
2023-06-14,1.833910293357488,3.709992469298873e-11,2.450330985784305e-10,0.019963008148045663,1.5326591720558931e-16,0.9800369915698168,4.398032771813617e-15
2023-06-15,1.8675676104406111,0.0015167145729215823,0.00607539277066995,0.0010682397043968047,0.0006081238908516471,0.9789807751990238,0.011750753862136252
2023-06-16,1.8610671168426096,0.01782483893548094,0.002753889804564933,0.006613689235914027,0.00043362379013218543,0.6007583408531858,0.3716156173807221
2023-06-20,1.8834079156254822,1.6878440057096263e-07,5.890788635033887e-06,3.4762139801142514e-19,4.677597462769078e-07,0.9999858278494558,7.644817762307423e-06
2023-06-21,1.8461117576094042,1.6094213908447837e-10,4.54657597827444e-05,0.0017412152506202734,0.9974960837873943,0.0007172348795117959,1.617486864926242e-10
2023-06-22,1.8775550925281372,4.235289007097725e-09,4.925203205544581e-08,6.996415283626564e-05,9.981083763912219e-06,0.9999186032082964,1.3980677823171412e-06
2023-06-23,1.8661239275895598,2.5938514673944744e-09,2.4551943202316523e-19,2.8067762679828855e-13,0.9999999715280309,1.3661874986482233e-10,2.574121829277316e-08
2023-06-26,1.8391727864615146,0.9852632476038582,1.479669522733151e-11,4.024391334444599e-06,0.014732692162989457,3.537320782937655e-08,4.5381334770667255e-10
2023-06-27,1.826657152805058,0.000534260345461751,0.9994626753342271,2.0160949656381277e-08,3.392539640782128e-07,1.3187757894516439e-08,2.6917176394308676e-06
2023-06-28,1.835425801603405,0.996759285093746,1.976320738373977e-05,0.0006130966186906565,1.0275364593315408e-08,1.9263161945165827e-08,0.0026078255416530963
2023-06-29,1.8184268230328278,0.9974545118992071,2.474784748598087e-07,3.4759431304073894e-06,1.0242933789082866e-05,0.002531517678212485,4.067186245734616e-09
2023-06-30,1.8553777854144071,4.8966310802755635e-06,2.9486570680925213e-06,1.674947999072751e-06,0.027427177566162104,0.9725632105811577,9.161653261747923e-08
2023-07-03,1.8517527701506307,9.7030101762536e-13,5.539577375895672e-09,2.5256260331961304e-18,4.152010177121068e-15,0.9999999944554123,4.035951186176699e-12
2023-07-05,1.8818136237803038,1.3189739007173152e-08,4.027911383676656e-07,0.999974256054373,1.5255850331190175e-17,2.5321788577493568e-05,6.176172313874441e-09
2023-07-06,1.8815128366518397,0.03282789545283072,0.056172043380794616,0.34551575193347744,0.00038850792739983256,0.0017224838164231506,0.5633733174890742
2023-07-07,1.8717375518242465,4.890140130652457e-16,5.62677730048197e-22,2.2711658340156773e-15,9.878897892216471e-17,0.9999999999993503,6.468352980375431e-13
2023-07-10,1.8836634365430196,1.5107695554400353e-08,1.531746929329181e-06,8.834001956292284e-12,4.885330412847708e-09,0.9999980157082197,4.325429912117761e-07
2023-07-11,1.8972793939023167,1.288457404123644e-05,1.764909366878879e-10,1.6231620430480222e-07,0.9999368737229342,4.9168294463617275e-05,9.109158656886699e-07
2023-07-12,1.9280319574046523,8.524800871146509e-13,0.000949882158746099,1.8971974782552037e-10,0.9990501176505826,9.68297325648724e-14,2.3083457002406453e-15
2023-07-13,2.0069453044449985,3.729112152617755e-12,0.999917443619429,8.25547160695968e-05,1.6276370718558473e-09,6.979748370856125e-13,3.2437129389115897e-11
2023-07-14,2.0263068618735103,0.9915152636681973,0.0004963483833186693,0.0033346265862631056,0.004388107184022683,3.989655141496083e-11,0.0002656541383016264
2023-07-17,2.0424802001509224,0.9985484833742436,1.7601813787745636e-13,0.00012361196208272702,0.0012836605023738377,1.4389587165788007e-13,4.424416097984476e-05
2023-07-18,2.0210700587897703,0.00016239065708019122,1.1861126702913165e-05,1.3945556247733512e-07,3.249559082213883e-07,0.9998231032310624,2.1805736837730834e-06
2023-07-19,2.038314440315839,7.950035615062615e-06,1.9609052488679964e-10,1.5768964627068803e-05,0.6789857268440532,4.340148498219672e-08,0.32099051055812905
2023-07-20,1.95860552720163,2.9222846627296435e-09,8.795701486041139e-10,1.96312050767318e-09,4.597407119355029e-08,0.999999655073641,2.931873125432117e-07
2023-07-21,1.9549870082622092,0.7226256832143925,1.1141559203183131e-06,6.434538150223525e-09,0.27210147101704396,1.2993906594924413e-06,0.005270425787445721
2023-07-24,1.9728013139928642,1.2539495988146939e-09,4.903742677527092e-07,0.9999995078792169,7.621904969282505e-11,2.3064625276919314e-12,4.1404043883715807e-10
2023-07-25,1.9717170465589773,1.5852716432011123e-07,0.00023091893157608546,2.4906696230434957e-14,1.3364049355328896e-15,0.9997689212599681,1.2812654016825998e-09
2023-07-26,2.071792712591786,4.575776541887527e-17,1.3582099580167667e-14,4.880713645656717e-21,1.7099949162717058e-16,0.9999999999999862,2.0391806734158766e-17
2023-07-27,2.1288590549296527,1.209639593475808e-15,1.3595300803450905e-06,1.4373807475697292e-17,4.957448203864366e-16,0.9999986404699179,3.3888587469668473e-17
2023-07-28,2.157362176713353,4.1710439355381855e-06,5.173151293964112e-05,4.7624320014797453e-08,0.9999439406424144,1.5429223920207316e-10,1.0902209824007258e-07
2023-07-31,2.1194045680798927,3.566186275525748e-08,2.826677017399658e-07,4.836728943728032e-06,8.572373890019557e-09,0.9999948310514877,5.317630119519936e-09
2023-08-01,2.0929043624099104,0.0006489245716685213,0.0032490418631521594,5.882841481162501e-12,0.3239925854086916,1.738494681687491e-09,0.6721094464121102
2023-08-02,2.067412594954944,0.056773233254998515,0.015510731850842986,0.06930606846903832,1.7926524090962513e-05,1.0613843778256308e-06,0.8583909785166515
2023-08-03,2.069783336688137,9.936633881264306e-29,3.433246170800487e-16,4.913784647388079e-19,0.999999999999998,4.6404106206569085e-22,1.5083457643011151e-15
2023-08-04,2.21866419424583,3.5857482875316914e-22,0.0001400919255145101,8.755312545266643e-11,0.9998599068840082,1.1029241556830328e-09,6.246714058913156e-17
2023-08-07,2.184788183014639,0.008544934873100823,3.575253312023113e-13,2.5146769458269072e-14,0.9914550651151273,1.4425334941411422e-14,1.1374740102187888e-11
2023-08-08,2.166244655357966,1.2207870951195387e-06,0.18402792400061718,6.92483506735749e-08,6.204255312083529e-13,0.8143355647531484,0.0016352212101681776
2023-08-09,2.1523279995217943,0.9753708385815395,1.761046636590413e-05,9.662198512478478e-08,7.339281861847492e-09,1.0683995130002226e-08,0.024611436306832494
2023-08-10,2.1533866638675545,3.292513077993292e-07,0.0009676640580658045,1.9112698709033373e-06,0.9972818002307785,1.4094129599839726e-07,0.0017481542486809762
2023-08-11,2.1300172073259795,6.866883392658874e-05,5.4437845467166066e-12,1.9449619271226377e-06,0.9999145274222158,1.4828872935794875e-05,2.990355099284718e-08
2023-08-14,2.1345777988949353,6.184264040701326e-07,0.9999483384417842,1.7845032791698434e-06,1.2637518731304057e-11,8.495092205236316e-11,4.9258530944213476e-05
2023-08-15,2.121622312740425,0.7984074740746792,0.13206741519452184,0.0022497869274878545,3.815942697678285e-07,4.3097729084278956e-16,0.06727494220904111
2023-08-16,2.1067433617128284,0.0028390381395791975,0.003526853721250397,0.12482058891889254,0.5145078532813153,9.405019273975214e-11,0.35430566584491235
2023-08-17,2.121390760225089,0.12143299083291634,0.8566124757416475,9.897629760438181e-05,8.756730392815782e-07,2.593655738925238e-13,0.02185468145453313
2023-08-18,2.0908592949036016,5.8538311747860614e-05,0.9676295586430497,0.02265218855402996,0.00042646837093468005,0.0010364317618872956,0.008196814358350646
2023-08-21,2.1259423246329563,0.0027581897005647237,4.355705223947165e-07,0.0010349654259896059,1.402848025937195e-06,0.9962049843015424,2.2153355093441367e-08
2023-08-22,2.1292371243965027,0.9999913024604591,6.890393679373206e-06,1.8018743216641517e-06,2.9268588030977815e-09,2.3446417792385227e-09,3.9112913734965173e-14
2023-08-23,2.163580620363026,0.7423564264028961,0.22968806014761328,2.8986226172533657e-07,0.0003968292425759478,4.290413604528167e-06,0.027554103931048447
2023-08-24,2.100266811035357,0.07505007431759966,6.947532569761544e-10,9.4317424245321e-06,7.70257245926807e-09,0.9249402920956067,1.934470433694767e-07
2023-08-25,2.0905487656548196,9.716913336791131e-11,1.6976662535514633e-07,0.0003020484220228301,2.6058451438399607e-18,0.9996977817116214,2.561166628583977e-12
2023-08-28,2.1064700339742037,0.00010322805771154875,6.314692930705706e-05,9.302909286771797e-09,0.013294264586205484,0.9865393510860561,3.781047933483752e-11
2023-08-29,2.1584304032026798,0.9557205436084439,0.04415656827932789,0.00012225850293786316,9.362000200270033e-09,5.511170998456827e-07,6.913019033603989e-08
2023-08-30,2.182714425639303,0.00102119463915127,1.996996702571393e-07,1.052900991100962e-07,0.9989784971187222,9.003436051837663e-10,2.352013546647361e-09
2023-08-31,2.207236115368817,0.9964657476489677,3.4869377321461554e-08,9.042853395043225e-10,0.0027630364782163857,0.0007710441937188468,1.359054345628097e-07
2023-09-01,2.2162910550343136,0.4544902356469272,8.032057323423577e-07,0.4463721670449385,3.0772895547391035e-08,0.09913443646753006,2.3268619762398923e-06
2023-09-05,2.2498852823790525,6.025797627460296e-10,5.507270258924745e-06,0.9987327392753026,6.411564619645835e-08,0.0008352834013391026,0.0004264053348733714
2023-09-06,2.2461786912934762,6.386289339248383e-07,5.6532081950709565e-06,0.0013298050322871902,0.9490476545256777,0.046520525309722206,0.003095723295183773
2023-09-07,2.302139947056868,9.144921598910509e-09,0.9146689035483403,1.59353775062351e-06,0.08034004988672999,0.004947983844450033,4.1460037807320886e-05
2023-09-08,2.308581914421328,2.08103465057122e-09,5.158804716177899e-10,0.002835406146421046,0.9971644845565623,1.0170038558975804e-07,4.999716072326999e-09
2023-09-11,2.387986194112191,0.0011987993920085226,1.644382044755657e-06,2.6630035885507536e-06,0.8643345363942507,0.13417681792824968,0.0002855388998578425
2023-09-12,2.3499446759863156,1.9949472024188715e-11,3.646123349025837e-05,1.5501957312092197e-05,0.999945949603032,1.4707181074439453e-06,6.164681088040296e-07
2023-09-13,2.363004517489689,0.02034691438805384,0.00832885098659999,0.7186142604281734,0.006236445284127832,0.23570098679097212,0.0107725421220727
2023-09-14,2.3837423979309356,1.0918361087231855e-08,0.9912865369602801,6.65040745833996e-05,4.585150160924779e-16,0.0008260114268346855,0.007820936619940341
2023-09-15,2.3976254853422363,0.9999997861362906,1.7661974309036806e-07,3.2884353021550214e-09,5.971931525237728e-10,2.5619427355856676e-12,3.335577601475376e-08
2023-09-18,2.4314424626289575,0.1508114864044036,2.0626873430678393e-11,5.365671540667661e-09,3.918455558470259e-10,0.8481131451455237,0.0010753626719288605
2023-09-19,2.446367565690584,1.1976098143712177e-06,1.637340471748721e-14,9.56598927317388e-09,2.447112525644795e-07,0.9999958007656107,2.7473473167175903e-06
2023-09-20,2.426420966814045,2.587835484126493e-06,1.7048711332250221e-13,1.4370718803070139e-05,1.9749986089459181e-16,0.8729099687372897,0.12707307270825252
2023-09-21,2.425597781576517,0.12896727808918976,4.7932945607795215e-09,6.302848482611139e-10,1.1251398945462322e-09,0.8273030772917996,0.043729638070291274
2023-09-22,2.4373608204514903,0.0008715305695010371,7.938689596129845e-15,0.022184771272055967,1.4767760573488149e-18,0.9769422166801888,1.481478246305616e-06
2023-09-25,2.4415318940271926,0.9673527508789894,0.009277313570368375,2.6971359455927123e-08,0.00030874405267482035,0.0009502244778666458,0.022110940048741277
