id,publish_time,title,article_url,ticker,publisher,description,keywords
36a3fd32-27dd-4b6f-8b82-d169d36236c7,2022-01-03 08:49:38,"5 ETFs To With Major Growth Potential In January And Beyond, From Sports Betting To The Metaverse",https://markets.businessinsider.com/news/stocks/5-etfs-to-with-major-growth-potential-in-january-and-beyond-from-sports-betting-to-the-metaverse-1031074187,EBA.DE,markets.businessinsider.com,"The year 2021 left behind some huge storylines for investors. The investment themes may carry over into 2022, which could make some thematic ...",
bda12d7a-c8c4-40d0-acd9-7c812e54769d,2022-01-12 06:06:25,10 things before the opening bell,https://www.businessinsider.com/10-things-before-the-opening-bell-january-12-2022-1,ATZ.TO,businessinsider.com,"An update from Fed Chair Jay Powell, a potential rally for stocks, and the FTC's warning about crypto scammers.",
d36ece33-4dd9-42aa-a32f-28f4bcdcf606,2022-01-12 16:05:44,The first Web3 ETF is in the works as investors clamor for exposure to the future of the internet,https://markets.businessinsider.com/news/etf/web3-etf-investors-future-internet-metaverse-simplify-asset-management-2022-1,BITC-U.TO,businessinsider.com,"A chain of block erupters used for Bitcoin mining is pictured at the Plug and Play Tech Center in Sunnyvale, California, October 28, 2013. REUTERS...",
b0b61ee2-f543-4f97-a7ee-80abe66c75ec,2022-01-13 08:29:00,"Still Bullish On SNAP, Even At 52-Week Lows? 3 Ways To Trade It",https://www.investing.com/analysis/still-bullish-on-snap-even-at-52week-lows-3-ways-to-trade-it-200614536,AAPL,investing.com,"Stocks Analysis by Investing.com (Tezcan Gecgil/Investing.com) covering: Apple Inc, Meta Platforms Inc, Twitter Inc, Invesco Dynamic Software ETF. Read Investing.com (Tezcan Gecgil/Investing.com)'s latest article on Investing.com",
2d6c5e1f-f85a-4e55-b7ef-a990b3f30ee9,2022-01-14 05:30:00,"Összegyűlt a pénz, be akarok szállni a metaverzumba! Mibe fektessek?",https://www.portfolio.hu/uzlet/20220114/osszegyult-a-penz-be-akarok-szallni-a-metaverzumba-mibe-fektessek-521036,SONY,portfolio.hu,"Egyre nagyobb a felhajtás a metaverzum körül, a platformokat fejlesztő és üzemeltető cégektől kezdve a virtuális világokban termékeket és szolgáltatásokat eladni akaró cégeken át a felhasználókig sokan akarnak pénzt keresni rajta, akkor mi miért ne tennénk? Több lehetőségünk is van erre, megvehetjük a metaverzumok fejlesztésével, működtetésével, tartalommal való kiszolgálásával foglalkozó cégek részvényeit, de ezekbe fektető alapokat is vásárolhatunk, vagy a virtuális világok mögötti tokenekbe is fektethetünk, és a különböző platformokon kínált ingatlanokat is megvásárolhatjuk. Utóbbiakkal azért érdemes óvatosnak lenni, a tokenek és a virtuális földek piacát sokszor nem könnyű megkülönböztetni a piramisjátékoktól (mert sokszor nincs is különbség). A metaverzum kétségtelenül a következő évek nagy témája, de ami most van, az a vadnyugat, ezért ha be akarunk szállni, akkor a hagyományos befektetésekhez hasonlóan az NFT-k, virtuális földek vagy kriptoeszközök piacán is érdemes diverzifikálni. Cikksorozatunk első részében igyekeztünk elmagyarázni, mi is az a metaverzum, a második részben a már létező világokat mutattuk be, a harmadikban a platformok mögötti tokenekről írtunk, a mostani részben pedig a különböző befektetési lehetőségekről írunk. Mutatjuk az étlapot!",
9511adc7-dc3d-4ec4-9f0e-816c5c403076,2022-01-14 16:30:00,"Roundhill Ball Metaverse ETF to Change Ticker Symbol to ""METV""",https://www.prnewswire.com:443/news-releases/roundhill-ball-metaverse-etf-to-change-ticker-symbol-to-metv-301461328.html,META,prnewswire.com,"/PRNewswire/ -- Roundhill Investments today announced a ticker symbol change for the Roundhill Ball Metaverse ETF (the ""Fund"") from ""META"" to ""METV"". The...",Roundhill Investments
51102691-91b0-4a6c-b6bc-9498800c8181,2022-01-14 16:30:00,"Roundhill Ball Metaverse ETF to Change Ticker Symbol to ""METV""",https://www.benzinga.com/pressreleases/22/01/n25063865/roundhill-ball-metaverse-etf-to-change-ticker-symbol-to-metv,META,benzinga.com,"NEW YORK, Jan. 14, 2022 /PRNewswire/ -- Roundhill Investments today announced a ticker symbol change for the Roundhill Ball Metaverse ETF (the ...",
5fc6cfb3-5add-4da2-934d-76ded5a4c221,2022-01-16 05:41:28,O que é metaverso? Saiba tudo sobre um dos temas de maior destaque no mundo cripto Por Panorama Crypto,https://br.investing.com/news/cryptocurrency-news/o-que-e-metaverso-saiba-tudo-sobre-um-dos-temas-de-maior-destaque-no-mundo-cripto-963105,NVDA,br.investing.com,O que é metaverso? Saiba tudo sobre um dos temas de maior destaque no mundo cripto,
0b836984-f5ab-49d0-b78c-2d38d985206a,2022-01-16 14:39:00,The Next Metaverse Stock Could Be...Walmart? - Wal-Mart Stores (WMT),https://www.benzinga.com/markets/cryptocurrency/22/01/25069417/the-next-metaverse-stock-could-be-walmart,NKE.BA,benzinga.com,"A new report indicates one of the world’s largest retailers is pushing into the metaverse, which would likely support a future",
ef6febaa-0234-4370-8e4f-09b731d2a6fc,2022-01-18 15:45:10,Metaverse Stocks: Snap Is ONLY Stock Included In 5 Of 6 Metaverse ETFs,https://seekingalpha.com/article/4480186-snap-stock-5-of-6-metaverse-etfs,^HTUS-TC,seekingalpha.com,Snap is the ONLY stock included in 5 of the 6 metaverse ETFs that I used to create a metaverse stock data base. Find out why I'm avoiding SNAP stock.,
