id,publish_time,title,article_url,ticker,publisher,description,keywords
b663cfc7-7f5f-4d04-9736-d8513ff7350c,2023-03-19 10:43:15,5 biggest deal reports: UBS plans to buy Credit Suisse for $1 billion,https://www.investing.com/news/stock-market-news/5-biggest-deal-reports-ubs-plans-to-buy-credit-suisse-for-1-billion--pro-recap-3034005,ACIW,investing.com,5 biggest deal reports: UBS plans to buy Credit Suisse for $1 billion | Pro Recap,
