id,publish_time,title,article_url,ticker,publisher,description,keywords
3caac50b-e36e-4d11-adf3-62ecd3ae4bfe,2022-01-23 17:14:20,3 choses à savoir sur le marché cette semaine,https://www.professeurforex.com/actualites/microsoft-apple-visa-et-tesla-mettent-en-evidence-les-revenus-plus-le-fomc-et-quoi-dautre-a-savoir-cette-semaine/,AAPL,professeurforex.com,"Apple et Microsoft publieront leurs résultats cette semaine, en mettant également l'accent sur les tensions entre la Fed et la Russie/Ukraine.",
70dfa12e-4408-4a27-b999-6b4c03dba6fa,2022-01-23 17:04:50,Stock futures are flat following S&P 500's worst week since March 2020,https://www.cnbc.com/2022/01/23/stock-market-futures-open-to-close-news.html,AAPL,cnbc.com,The overnight action followed a brutal week on Wall Street in the face of mixed company earnings and worries about rising interest rates.,"Breaking News: Markets, Investment strategy, Wall Street, Stock markets, Markets, business news"
6501a005-25b3-4f82-8ab5-637fbcef178c,2022-01-23 16:35:07,Stocks May Extend Drop on Fed Tightening Concerns: Markets Wrap,https://financialpost.com/pmn/business-pmn/stocks-may-extend-drop-on-fed-tightening-concerns-markets-wrap,APC.DE,financialpost.com,"(Bloomberg) — Stocks looked set for further declines Monday amid concerns about tightening Federal Reserve monetary policy, while a cryptocurrency plunge…",
