news_id,source_ticker,sentiment_score,time,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
94d0290c-f0f4-4138-aba2-6b7829f3bbc5,IBM,-0.051567,2022-01-22 14:57:25,APC.DE,25.902912,,
94d0290c-f0f4-4138-aba2-6b7829f3bbc5,IBM,0.08045,2022-01-22 14:57:25,NFC.DE,29.232857,,
94d0290c-f0f4-4138-aba2-6b7829f3bbc5,IBM,-0.051567,2022-01-22 14:57:25,AAPL.MX,25.9031,,
94d0290c-f0f4-4138-aba2-6b7829f3bbc5,IBM,0.08045,2022-01-22 14:57:25,NFLX.MX,29.232906,,
94d0290c-f0f4-4138-aba2-6b7829f3bbc5,IBM,0.08045,2022-01-22 14:57:25,NFLX34.SA,29.233482,,
94d0290c-f0f4-4138-aba2-6b7829f3bbc5,IBM,-0.051567,2022-01-22 14:57:25,AAPL.BA,25.90393,,
94d0290c-f0f4-4138-aba2-6b7829f3bbc5,IBM,0.08045,2022-01-22 14:57:25,NFLX.BA,29.233326,,
94d0290c-f0f4-4138-aba2-6b7829f3bbc5,IBM,0.08045,2022-01-22 14:57:25,NFLXD.BA,29.233326,,
94d0290c-f0f4-4138-aba2-6b7829f3bbc5,IBM,-0.051567,2022-01-22 14:57:25,AAPLD.BA,25.90394,,
94d0290c-f0f4-4138-aba2-6b7829f3bbc5,IBM,-0.051567,2022-01-22 14:57:25,AAPLC.BA,25.90394,,
94d0290c-f0f4-4138-aba2-6b7829f3bbc5,IBM,-0.051567,2022-01-22 14:57:25,AAPLCL.SN,25.903862,,
94d0290c-f0f4-4138-aba2-6b7829f3bbc5,IBM,-0.051567,2022-01-22 14:57:25,AAPL.SN,25.903862,,
94d0290c-f0f4-4138-aba2-6b7829f3bbc5,IBM,-0.051567,2022-01-22 14:57:25,AAPL.NE,25.902172,,
94d0290c-f0f4-4138-aba2-6b7829f3bbc5,IBM,-0.051567,2022-01-22 14:57:25,AAPL,36.422485,,
94d0290c-f0f4-4138-aba2-6b7829f3bbc5,IBM,0.08045,2022-01-22 14:57:25,NFLX,40.613472,,
94d0290c-f0f4-4138-aba2-6b7829f3bbc5,IBM,0.0,2022-01-22 14:57:25,IBM,52.04419,,
