id,publish_time,title,article_url,ticker,publisher,description,keywords
74e3806a-8d4c-4a91-98b8-9a1465e64df0,2023-02-17 16:25:39,"Рынок акций США закрылся разнонаправленно, Dow Jones прибавил 0,39% От Investing.com",https://ru.investing.com/news/stock-market-news/article-2229078,AMGN,ru.investing.com,"Рынок акций  США закрылся разнонаправленно, Dow Jones прибавил 0,39%",
b710a1d1-c8ea-481e-aa9b-ac9fd51957e5,2023-02-17 16:25:32,"États-Unis: Les marchés actions finissent en ordre dispersé; l'indice Dow Jones Industrial Average gagne 0,39% Par Investing.com",https://fr.investing.com/news/stock-market-news/etatsunis-les-marches-actions-finissent-en-ordre-disperse-lindice-dow-jones-industrial-average-gagne-039-2155208,INL.DE,fr.investing.com,"États-Unis: Les marchés actions finissent en ordre dispersé; l'indice Dow Jones Industrial Average gagne 0,39%",
927cc45f-ba34-458b-8d34-ba90961874af,2023-02-17 16:25:17,U.S. stocks mixed at close of trade; Dow Jones Industrial Average up 0.39% By Investing.com,https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-up-039-3007444,AMGN,investing.com,U.S. stocks mixed at close of trade; Dow Jones Industrial Average up 0.39%,
