id,publish_time,title,article_url,ticker,publisher,description,keywords
37dff3bc-ea95-4fc6-9185-acf33f068109,2022-01-28 11:13:05,SAP SE : Barclays remains its Buy rating,https://www.marketscreener.com/quote/stock/SAP-SE-436555/news/SAP-SE-Barclays-remains-its-Buy-rating-37675295/,ORCL,marketscreener.com,"Barclays analyst Raimo Lenschow maintains his Buy rating on the stock. The target price is lowered from EUR 165 to EUR 160. | January 28,  2022","SAP SE stock exchange, news, information, press release, barclays, analyst, raimo, lenschow, maintains, his, buy, rating, on, the, target, price, is, lowered, from, eur, 165, to, eur | SAP | DE0007164600"
8a916e97-b6c3-4a99-a452-24a725a98abd,2022-01-28 11:12:05,SAP SE : DZ Bank sticks Neutral,https://www.marketscreener.com/quote/stock/SAP-SE-436555/news/SAP-SE-DZ-Bank-sticks-Neutral-37675288/,ORCL,marketscreener.com,"Armin Kremser from DZ Bank retains his Neutral opinion on the stock. | January 28,  2022","SAP SE stock exchange, news, information, press release, armin, kremser, from, dz, bank, retains, his, neutral, opinion, on, the | SAP | DE0007164600"
912b7a40-7aec-4bee-9758-e1ad800826a7,2022-01-28 09:51:05,SOFTWARE AG : Deutsche Bank n'est pas inspir?ar le dossier,https://www.zonebourse.com/cours/action/SOFTWARE-AG-37926215/actualite-broker/SOFTWARE-AG-Deutsche-Bank-n-est-pas-inspire-par-le-dossier-37674620/,D1OC34.SA,zonebourse.com,La recommandation du broker Deutsche Bank est inchangée. L'analyste Uwe Schupp demeure neutre sur le dossier. L'objectif de cours demeure inchangé à 33 EUR. | 28 janvier 2022,"SOFTWARE AG bourse, information, actualité, communiqué de presse, news, la, recommandation, broker, deutsche, bank, est, analyste, uwe, schupp, demeure, neutre, objectif, cours, inchangé, 33 | SOW | DE000A2GS401"
