news_id,source_ticker,sentiment_score,time,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
088d5f6d-2cc9-443a-8e36-814a384b9aca,AMD,0.5574,2023-02-10 16:00:00,,29.195757,,
088d5f6d-2cc9-443a-8e36-814a384b9aca,INTC,-0.4019,2023-02-10 16:00:00,,14.394128,,
088d5f6d-2cc9-443a-8e36-814a384b9aca,AMD.MX,0.5574,2023-02-10 16:00:00,,22.289288,,
088d5f6d-2cc9-443a-8e36-814a384b9aca,INTC.MX,-0.4019,2023-02-10 16:00:00,,7.516826,,
088d5f6d-2cc9-443a-8e36-814a384b9aca,INCO.BR,0.0374,2023-02-10 16:00:00,,30.08511,,
088d5f6d-2cc9-443a-8e36-814a384b9aca,A1MD34.SA,0.5574,2023-02-10 16:00:00,,22.289484,,
088d5f6d-2cc9-443a-8e36-814a384b9aca,INTC.SN,0.0374,2023-02-10 16:00:00,,30.086565,,
088d5f6d-2cc9-443a-8e36-814a384b9aca,AMD.DE,0.5574,2023-02-10 16:00:00,,22.288498,,
088d5f6d-2cc9-443a-8e36-814a384b9aca,INL.DE,-0.4019,2023-02-10 16:00:00,,7.516911,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,INCO.BR,-0.2023,2023-02-10 15:54:13,,11.710949,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,2222.SR,0.38755,2023-02-10 15:54:13,,89.50792,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,2010.SR,0.38755,2023-02-10 15:54:13,,74.115074,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,CMCS34.SA,0.38755,2023-02-10 15:54:13,,17.407442,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,AAPL,0.1372,2023-02-10 15:54:13,,12.425446,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,INTC,-0.2023,2023-02-10 15:54:13,,11.279791,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,CMCSA,0.38755,2023-02-10 15:54:13,,26.65379,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,KODK,-0.8126,2023-02-10 15:54:13,,26.374222,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,SNE,-0.5763,2023-02-10 15:54:13,,11.51641,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,BTU,0.42072,2023-02-10 15:54:13,,64.55476,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,TSM,-0.4588,2023-02-10 15:54:13,,16.084433,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,SONY,-0.5763,2023-02-10 15:54:13,,21.618341,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,SNEJF,-0.5763,2023-02-10 15:54:13,,11.516453,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,AAPL.BA,0.1372,2023-02-10 15:54:13,,7.975034,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,AAPLD.BA,0.1372,2023-02-10 15:54:13,,7.975034,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,SNE.BA,-0.5763,2023-02-10 15:54:13,,11.5159,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,AAPLC.BA,0.1372,2023-02-10 15:54:13,,7.975038,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,SONY.BA,-0.5763,2023-02-10 15:54:13,,11.515915,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,AAPLCL.SN,0.1372,2023-02-10 15:54:13,,7.974963,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,AAPL.SN,0.1372,2023-02-10 15:54:13,,7.974963,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,BTU.SN,0.42072,2023-02-10 15:54:13,,46.128757,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,INTC.SN,-0.2023,2023-02-10 15:54:13,,11.711391,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,6758.T,-0.5763,2023-02-10 15:54:13,,11.515826,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,AAPL.NE,0.1372,2023-02-10 15:54:13,,7.974896,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,APC.DE,0.1372,2023-02-10 15:54:13,,7.974933,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,INL.DE,-0.2023,2023-02-10 15:54:13,,6.004625,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,CTP2.DE,0.38755,2023-02-10 15:54:13,,17.40568,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,AAPL.MX,0.1372,2023-02-10 15:54:13,,7.974946,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,INTC.MX,-0.2023,2023-02-10 15:54:13,,6.004519,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,CMCSA.MX,0.38755,2023-02-10 15:54:13,,17.405527,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,SNEN.MX,-0.5763,2023-02-10 15:54:13,,11.516054,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,SONYN.MX,-0.5763,2023-02-10 15:54:13,,11.51604,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,0IF4.L,-0.8126,2023-02-10 15:54:13,,19.748587,,
ef6bbda4-86df-4a31-89dd-020108ffeb4d,0L83.L,-0.5763,2023-02-10 15:54:13,,11.516059,,
d89c2c5a-310f-452f-b01f-657e23425fc5,INTC,-0.0458,2023-02-10 09:45:43,,34.148457,,
