news_id,source_ticker,sentiment_score,time,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
1535714c-3833-4d26-9ba2-5af9c199ad57,NVDA,-0.296,2022-01-25 17:44:21,MSF.BR,15.085376,,
1535714c-3833-4d26-9ba2-5af9c199ad57,NVDA,-0.296,2022-01-25 17:44:21,MSFT.MX,15.085276,,
1535714c-3833-4d26-9ba2-5af9c199ad57,NVDA,0.12315,2022-01-25 17:44:21,NVDA.MX,19.842804,,
1535714c-3833-4d26-9ba2-5af9c199ad57,NVDA,0.12315,2022-01-25 17:44:21,NVDC34.SA,19.84243,,
1535714c-3833-4d26-9ba2-5af9c199ad57,NVDA,0.12315,2022-01-25 17:44:21,NVDA.BA,19.841007,,
1535714c-3833-4d26-9ba2-5af9c199ad57,NVDA,-0.296,2022-01-25 17:44:21,MSFT.SN,15.082581,,
1535714c-3833-4d26-9ba2-5af9c199ad57,NVDA,0.0,2022-01-25 17:44:21,FB,13.750929,,
1535714c-3833-4d26-9ba2-5af9c199ad57,NVDA,0.12315,2022-01-25 17:44:21,NVDA,19.844307,,
1535714c-3833-4d26-9ba2-5af9c199ad57,NVDA,-0.296,2022-01-25 17:44:21,MSFT,15.086065,,
1535714c-3833-4d26-9ba2-5af9c199ad57,NVDA,0.12315,2022-01-25 17:44:21,NVD.DE,19.84195,,
1535714c-3833-4d26-9ba2-5af9c199ad57,NVDA,-0.296,2022-01-25 17:44:21,MSF.DE,15.083469,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.5994,2022-01-25 17:41:05,0YXG.L,15.65566,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.5994,2022-01-25 17:41:05,NVD.DE,12.530868,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.2263,2022-01-25 17:41:05,INL.DE,8.005733,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.5994,2022-01-25 17:41:05,1YD.DE,15.650867,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.278918,2022-01-25 17:41:05,INCO.BR,33.043503,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.2263,2022-01-25 17:41:05,INTC.MX,8.005656,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.5994,2022-01-25 17:41:05,NVDA.MX,12.530349,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.7003,2022-01-25 17:41:05,TSMN.MX,31.791693,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.5994,2022-01-25 17:41:05,AVGO.MX,15.648793,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.5994,2022-01-25 17:41:05,AVGO34.SA,15.648632,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.5994,2022-01-25 17:41:05,NVDC34.SA,12.530178,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.7003,2022-01-25 17:41:05,2330.TW,31.790543,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.5994,2022-01-25 17:41:05,NVDA.BA,12.529451,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.7003,2022-01-25 17:41:05,TSM.BA,31.79045,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.5994,2022-01-25 17:41:05,AVGO.BA,15.641896,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.5994,2022-01-25 17:41:05,AVGOD.BA,15.641896,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.278918,2022-01-25 17:41:05,INTC.SN,33.043095,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.5994,2022-01-25 17:41:05,AVGO,15.667744,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.5994,2022-01-25 17:41:05,AVGOP,15.667744,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.5994,2022-01-25 17:41:05,NVDA,12.530973,,
25b430fe-b24c-4341-b7be-cb27a11912c5,NVDA,0.7003,2022-01-25 17:41:05,TSM,31.79299,,
e5a9b04c-15af-41a7-b822-935a3b895cab,NVDA,,2022-01-25 17:36:29,AAPL,12.740309,,
e5a9b04c-15af-41a7-b822-935a3b895cab,NVDA,,2022-01-25 17:36:29,NVDA,15.551914,,
e5a9b04c-15af-41a7-b822-935a3b895cab,NVDA,,2022-01-25 17:36:29,MSFT,13.421139,,
e5a9b04c-15af-41a7-b822-935a3b895cab,NVDA,,2022-01-25 17:36:29,NFLX,13.807705,,
