,news_id,source_ticker,time,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
3121,,AAPL,2023-02-02 07:33:13,GOOG,0.104911,0.0,Neutral
3120,,AAPL,2023-02-02 07:33:13,AMZN,0.104911,0.0,Neutral
7828,,AMZN,2023-02-02 07:51:53,AMZN,0.839535,0.178043,Somewhat-Bullish
3128,,AAPL,2023-02-02 07:52:00,MSFT,0.184834,-0.222881,Somewhat-Bearish
3127,,AAPL,2023-02-02 07:52:00,GOOG,0.303175,-0.072035,Neutral
3126,,AAPL,2023-02-02 07:52:00,META,0.123844,-0.069638,Neutral
3125,,AAPL,2023-02-02 07:52:00,AAPL,0.123844,0.132366,Neutral
3124,,AAPL,2023-02-02 07:52:00,SNAP,0.123844,-0.069638,Neutral
7830,,AMZN,2023-02-02 08:00:00,AAPL,0.201803,0.30345,Somewhat-Bullish
3132,,AAPL,2023-02-02 08:00:00,TSLA,0.449219,0.329332,Somewhat-Bullish
7831,,AMZN,2023-02-02 08:00:00,LPLA,0.067919,0.030275,Neutral
7832,,AMZN,2023-02-02 08:00:00,TSLA,0.449219,0.329332,Somewhat-Bullish
7833,,AMZN,2023-02-02 08:00:00,AMZN,0.135347,0.160857,Somewhat-Bullish
3129,,AAPL,2023-02-02 08:00:00,SPGI,0.067919,0.165631,Somewhat-Bullish
3130,,AAPL,2023-02-02 08:00:00,AAPL,0.201803,0.30345,Somewhat-Bullish
3131,,AAPL,2023-02-02 08:00:00,LPLA,0.067919,0.030275,Neutral
7829,,AMZN,2023-02-02 08:00:00,SPGI,0.067919,0.165631,Somewhat-Bullish
3133,,AAPL,2023-02-02 08:00:00,AMZN,0.135347,0.160857,Somewhat-Bullish
19561,,NVDA,2023-02-02 08:01:00,AMZN,0.939207,0.778732,Bullish
19560,,NVDA,2023-02-02 08:01:00,NVDA,0.939207,0.778732,Bullish
7834,,AMZN,2023-02-02 08:01:00,AMZN,0.939207,0.778732,Bullish
7835,,AMZN,2023-02-02 08:01:00,NVDA,0.939207,0.778732,Bullish
7836,,AMZN,2023-02-02 08:07:00,RENT,0.17715,-0.11062,Neutral
7837,,AMZN,2023-02-02 08:07:00,COST,0.234684,-0.115556,Neutral
7838,,AMZN,2023-02-02 08:07:00,AMZN,0.3986,-0.087288,Neutral
23955,,INTC,2023-02-02 08:13:39,WU,0.114682,0.0,Neutral
23956,,INTC,2023-02-02 08:13:39,JPM,0.114682,-0.077689,Neutral
23951,,INTC,2023-02-02 08:13:39,WFC,0.227007,0.026139,Neutral
23954,,INTC,2023-02-02 08:13:39,MS,0.114682,0.0,Neutral
23952,,INTC,2023-02-02 08:13:39,INTC,0.114682,0.344665,Somewhat-Bullish
23953,,INTC,2023-02-02 08:13:39,XRX,0.114682,-0.019947,Neutral
19562,,NVDA,2023-02-02 08:30:25,MULN,0.170154,0.023047,Neutral
19564,,NVDA,2023-02-02 08:30:25,NVDA,0.236478,0.009132,Neutral
19565,,NVDA,2023-02-02 08:30:25,OPEN,0.102595,0.036922,Neutral
19563,,NVDA,2023-02-02 08:30:25,ALLY,0.2035,0.044272,Neutral
7852,,AMZN,2023-02-02 08:31:15,HMC,0.043186,0.0,Neutral
3137,,AAPL,2023-02-02 08:31:15,ENB,0.043186,0.0,Neutral
3136,,AAPL,2023-02-02 08:31:15,BAX,0.043186,-0.140485,Neutral
3135,,AAPL,2023-02-02 08:31:15,CNC,0.043186,0.099863,Neutral
3134,,AAPL,2023-02-02 08:31:15,PEP,0.043186,-0.140485,Neutral
3138,,AAPL,2023-02-02 08:31:15,AZN,0.043186,-0.140485,Neutral
7854,,AMZN,2023-02-02 08:31:15,BAX,0.043186,-0.140485,Neutral
7853,,AMZN,2023-02-02 08:31:15,SNY,0.043186,0.0,Neutral
7851,,AMZN,2023-02-02 08:31:15,CMI,0.043186,0.0,Neutral
7846,,AMZN,2023-02-02 08:31:15,ENB,0.043186,0.0,Neutral
7849,,AMZN,2023-02-02 08:31:15,UBER,0.043186,0.0,Neutral
7848,,AMZN,2023-02-02 08:31:15,PEP,0.043186,-0.140485,Neutral
7847,,AMZN,2023-02-02 08:31:15,CNC,0.043186,0.099863,Neutral
3139,,AAPL,2023-02-02 08:31:15,YUM,0.043186,0.0,Neutral
7845,,AMZN,2023-02-02 08:31:15,CI,0.043186,0.0,Neutral
7844,,AMZN,2023-02-02 08:31:15,AZN,0.043186,-0.140485,Neutral
7843,,AMZN,2023-02-02 08:31:15,BG,0.043186,0.0,Neutral
7842,,AMZN,2023-02-02 08:31:15,AAPL,0.043186,0.0,Neutral
7841,,AMZN,2023-02-02 08:31:15,ABBV,0.043186,-0.140485,Neutral
7840,,AMZN,2023-02-02 08:31:15,YUM,0.043186,0.0,Neutral
7839,,AMZN,2023-02-02 08:31:15,TSN,0.043186,0.0,Neutral
3142,,AAPL,2023-02-02 08:31:15,CI,0.043186,0.0,Neutral
7850,,AMZN,2023-02-02 08:31:15,AMZN,0.043186,0.0,Neutral
3140,,AAPL,2023-02-02 08:31:15,TSN,0.043186,0.0,Neutral
3141,,AAPL,2023-02-02 08:31:15,ABBV,0.043186,-0.140485,Neutral
3145,,AAPL,2023-02-02 08:31:15,UBER,0.043186,0.0,Neutral
3143,,AAPL,2023-02-02 08:31:15,BG,0.043186,0.0,Neutral
3144,,AAPL,2023-02-02 08:31:15,AAPL,0.043186,0.0,Neutral
3149,,AAPL,2023-02-02 08:31:15,CMI,0.043186,0.0,Neutral
3146,,AAPL,2023-02-02 08:31:15,AMZN,0.043186,0.0,Neutral
3148,,AAPL,2023-02-02 08:31:15,HMC,0.043186,0.0,Neutral
3147,,AAPL,2023-02-02 08:31:15,SNY,0.043186,0.0,Neutral
23959,,INTC,2023-02-02 08:40:00,AMD,0.197816,-0.00488,Neutral
23958,,INTC,2023-02-02 08:40:00,MSFT,0.149038,0.041647,Neutral
23957,,INTC,2023-02-02 08:40:00,INTC,0.245835,-0.005789,Neutral
7855,,AMZN,2023-02-02 08:40:12,AMZN,0.769861,0.402328,Bullish
19570,,NVDA,2023-02-02 08:46:48,ATVI,0.585687,0.222508,Somewhat-Bullish
19569,,NVDA,2023-02-02 08:46:48,MSFT,0.585687,0.090248,Neutral
19568,,NVDA,2023-02-02 08:46:48,SNEJF,0.316846,-0.210905,Somewhat-Bearish
19567,,NVDA,2023-02-02 08:46:48,GOOG,0.459624,-0.280845,Somewhat-Bearish
19566,,NVDA,2023-02-02 08:46:48,NVDA,0.459624,-0.280845,Somewhat-Bearish
7857,,AMZN,2023-02-02 08:47:18,UBER,0.149656,-0.168486,Somewhat-Bearish
7856,,AMZN,2023-02-02 08:47:18,AMZN,0.910514,-0.105553,Neutral
10821,,NFLX,2023-02-02 08:50:00,NFLX,0.654016,0.32232,Somewhat-Bullish
19575,,NVDA,2023-02-02 09:00:00,NVDA,0.259037,0.163715,Somewhat-Bullish
10822,,NFLX,2023-02-02 09:00:00,NFLX,0.63188,0.677774,Bullish
10823,,NFLX,2023-02-02 09:00:00,GM,0.590628,0.369408,Bullish
10824,,NFLX,2023-02-02 09:00:00,SNEJF,0.059785,-0.09,Neutral
10825,,NFLX,2023-02-02 09:00:00,GM,0.63188,0.496714,Bullish
10826,,NFLX,2023-02-02 09:00:00,NFLX,0.590628,0.377906,Bullish
19571,,NVDA,2023-02-02 09:00:00,MRVL,0.827318,0.422482,Bullish
19572,,NVDA,2023-02-02 09:00:00,NVDA,0.827318,0.422482,Bullish
19573,,NVDA,2023-02-02 09:00:00,V,0.320557,0.298724,Somewhat-Bullish
19574,,NVDA,2023-02-02 09:00:00,ABBV,0.259037,0.27601,Somewhat-Bullish
7860,,AMZN,2023-02-02 09:01:00,PANW,0.387875,0.2935,Somewhat-Bullish
7859,,AMZN,2023-02-02 09:01:00,TSLA,0.327366,0.162819,Somewhat-Bullish
7858,,AMZN,2023-02-02 09:01:00,SHOP,0.445848,0.203909,Somewhat-Bullish
7861,,AMZN,2023-02-02 09:01:00,AMZN,0.387875,0.06949,Neutral
18143,,ORCL,2023-02-02 09:03:54,CCZ,0.039224,0.043749,Neutral
18142,,ORCL,2023-02-02 09:03:54,DOX,0.117295,0.2016,Somewhat-Bullish
18137,,ORCL,2023-02-02 09:03:54,CSGS,0.039224,0.118345,Neutral
18138,,ORCL,2023-02-02 09:03:54,SAP,0.039224,0.118345,Neutral
18140,,ORCL,2023-02-02 09:03:54,SGGEF,0.039224,0.118345,Neutral
18139,,ORCL,2023-02-02 09:03:54,VZ,0.039224,0.043749,Neutral
18135,,ORCL,2023-02-02 09:03:54,ORCL,0.039224,0.118345,Neutral
18136,,ORCL,2023-02-02 09:03:54,RKNEF,0.039224,0.118345,Neutral
18141,,ORCL,2023-02-02 09:03:54,LUMN,0.039224,0.043749,Neutral
23966,,INTC,2023-02-02 09:17:23,INTC,0.029951,0.037699,Neutral
23965,,INTC,2023-02-02 09:17:23,HPQ,0.029951,0.037699,Neutral
23964,,INTC,2023-02-02 09:17:23,AEXAF,0.119383,0.169488,Somewhat-Bullish
23963,,INTC,2023-02-02 09:17:23,AMD,0.029951,0.037699,Neutral
23962,,INTC,2023-02-02 09:17:23,MSFT,0.029951,0.037699,Neutral
23961,,INTC,2023-02-02 09:17:23,CSCO,0.029951,0.037699,Neutral
23960,,INTC,2023-02-02 09:17:23,GOOG,0.029951,0.037699,Neutral
13724,,MSFT,2023-02-02 09:25:40,C,0.132368,0.0,Neutral
13725,,MSFT,2023-02-02 09:25:40,SHOP,0.9545,0.335023,Somewhat-Bullish
13726,,MSFT,2023-02-02 09:25:40,MSFT,0.261117,0.122252,Neutral
13739,,MSFT,2023-02-02 09:26:50,FDX,0.058472,-0.200006,Somewhat-Bearish
13743,,MSFT,2023-02-02 09:26:50,MSFT,0.058472,-0.136073,Neutral
13742,,MSFT,2023-02-02 09:26:50,HUBS,0.058472,-0.080176,Neutral
13741,,MSFT,2023-02-02 09:26:50,PINS,0.058472,-0.200006,Somewhat-Bearish
13740,,MSFT,2023-02-02 09:26:50,HAS,0.058472,-0.080176,Neutral
13738,,MSFT,2023-02-02 09:26:50,W,0.058472,-0.080176,Neutral
13737,,MSFT,2023-02-02 09:26:50,VCSA,0.058472,-0.080176,Neutral
13736,,MSFT,2023-02-02 09:26:50,NTAP,0.058472,-0.080176,Neutral
13734,,MSFT,2023-02-02 09:26:50,COIN,0.058472,-0.080176,Neutral
13735,,MSFT,2023-02-02 09:26:50,GS,0.116631,-0.097227,Neutral
13732,,MSFT,2023-02-02 09:26:50,GRPN,0.058472,-0.080176,Neutral
13731,,MSFT,2023-02-02 09:26:50,BBBY,0.058472,-0.200006,Somewhat-Bearish
13730,,MSFT,2023-02-02 09:26:50,SPOT,0.058472,-0.080176,Neutral
13729,,MSFT,2023-02-02 09:26:50,GOOG,0.116631,-0.104029,Neutral
13728,,MSFT,2023-02-02 09:26:50,PYPL,0.058472,-0.080176,Neutral
13727,,MSFT,2023-02-02 09:26:50,DKNG,0.058472,-0.200006,Somewhat-Bearish
13733,,MSFT,2023-02-02 09:26:50,RIVN,0.058472,-0.200006,Somewhat-Bearish
13750,,MSFT,2023-02-02 09:35:00,DUK,0.107495,0.067206,Neutral
13754,,MSFT,2023-02-02 09:35:00,GS,0.030446,0.180483,Somewhat-Bullish
13755,,MSFT,2023-02-02 09:35:00,WING,0.151349,0.090265,Neutral
13753,,MSFT,2023-02-02 09:35:00,PI,0.181137,0.09184,Neutral
13752,,MSFT,2023-02-02 09:35:00,JPM,0.151349,0.276316,Somewhat-Bullish
13751,,MSFT,2023-02-02 09:35:00,ETSY,0.151349,0.103243,Neutral
13749,,MSFT,2023-02-02 09:35:00,TSLA,0.091162,-0.039827,Neutral
3151,,AAPL,2023-02-02 09:35:00,META,0.060848,-0.061277,Neutral
13747,,MSFT,2023-02-02 09:35:00,MSFT,0.121343,-0.039395,Neutral
13746,,MSFT,2023-02-02 09:35:00,BFCH,0.213048,0.073198,Neutral
13745,,MSFT,2023-02-02 09:35:00,MSFT,0.05387,0.047014,Neutral
13744,,MSFT,2023-02-02 09:35:00,AAPL,0.091162,0.107983,Neutral
13756,,MSFT,2023-02-02 09:35:00,IVZ,0.030446,0.109659,Neutral
3160,,AAPL,2023-02-02 09:35:00,JPM,0.151349,0.276316,Somewhat-Bullish
3150,,AAPL,2023-02-02 09:35:00,MSFT,0.121343,-0.039395,Neutral
13757,,MSFT,2023-02-02 09:35:00,NXST,0.060848,0.202092,Somewhat-Bullish
13748,,MSFT,2023-02-02 09:35:00,META,0.060848,-0.061277,Neutral
3156,,AAPL,2023-02-02 09:35:00,PI,0.181137,0.09184,Neutral
3152,,AAPL,2023-02-02 09:35:00,AAPL,0.091162,0.107983,Neutral
3153,,AAPL,2023-02-02 09:35:00,WING,0.151349,0.090265,Neutral
3154,,AAPL,2023-02-02 09:35:00,ETSY,0.151349,0.103243,Neutral
3155,,AAPL,2023-02-02 09:35:00,TSLA,0.091162,-0.039827,Neutral
3157,,AAPL,2023-02-02 09:35:00,GS,0.030446,0.180483,Somewhat-Bullish
3158,,AAPL,2023-02-02 09:35:00,IVZ,0.030446,0.109659,Neutral
3159,,AAPL,2023-02-02 09:35:00,NXST,0.060848,0.202092,Somewhat-Bullish
10829,,NFLX,2023-02-02 09:38:23,PINS,0.092927,0.080268,Neutral
10827,,NFLX,2023-02-02 09:38:23,NFLX,0.092927,-0.042614,Neutral
10828,,NFLX,2023-02-02 09:38:23,META,0.184598,0.010658,Neutral
13758,,MSFT,2023-02-02 09:41:00,MSFT,0.084722,-0.166567,Somewhat-Bearish
13759,,MSFT,2023-02-02 09:41:00,IVZ,0.290361,0.116239,Neutral
13762,,MSFT,2023-02-02 09:58:39,GOOG,0.067441,-0.162327,Somewhat-Bearish
13764,,MSFT,2023-02-02 09:58:39,MSFT,0.033751,-0.089426,Neutral
13763,,MSFT,2023-02-02 09:58:39,PYPL,0.134402,0.018423,Neutral
13761,,MSFT,2023-02-02 09:58:39,KD,0.033751,-0.044124,Neutral
13760,,MSFT,2023-02-02 09:58:39,HUBS,0.167554,0.02277,Neutral
13766,,MSFT,2023-02-02 10:07:00,VIDE,0.0428,0.139365,Neutral
13767,,MSFT,2023-02-02 10:07:00,TTD,0.408506,0.479295,Bullish
13765,,MSFT,2023-02-02 10:07:00,MSFT,0.332323,0.334865,Somewhat-Bullish
13768,,MSFT,2023-02-02 10:12:03,NVDA,0.11894,0.048994,Neutral
19576,,NVDA,2023-02-02 10:12:03,MSFT,0.11894,0.048994,Neutral
13769,,MSFT,2023-02-02 10:12:03,MSFT,0.11894,0.048994,Neutral
19577,,NVDA,2023-02-02 10:12:03,NVDA,0.11894,0.048994,Neutral
13770,,MSFT,2023-02-02 10:30:00,MSFT,0.050465,0.227402,Somewhat-Bullish
10831,,NFLX,2023-02-02 10:35:00,DTST,0.087663,0.006239,Neutral
10830,,NFLX,2023-02-02 10:35:00,NFLX,0.087663,0.193529,Somewhat-Bullish
10833,,NFLX,2023-02-02 10:35:00,PARA,0.043898,0.120847,Neutral
10834,,NFLX,2023-02-02 10:35:00,WDC,0.258808,-0.089511,Neutral
10832,,NFLX,2023-02-02 10:35:00,TSLA,0.258808,0.063156,Neutral
3161,,AAPL,2023-02-02 10:38:26,AAPL,0.119235,0.09091,Neutral
3165,,AAPL,2023-02-02 10:39:00,LLY,0.219477,0.051004,Neutral
3163,,AAPL,2023-02-02 10:39:00,AMZN,0.147366,0.038371,Neutral
7865,,AMZN,2023-02-02 10:39:00,LLY,0.219477,0.051004,Neutral
7864,,AMZN,2023-02-02 10:39:00,AAPL,0.147366,0.038371,Neutral
7863,,AMZN,2023-02-02 10:39:00,AMZN,0.147366,0.038371,Neutral
7862,,AMZN,2023-02-02 10:39:00,BMY,0.147366,0.038371,Neutral
3164,,AAPL,2023-02-02 10:39:00,AAPL,0.147366,0.038371,Neutral
3162,,AAPL,2023-02-02 10:39:00,BMY,0.147366,0.038371,Neutral
23967,,INTC,2023-02-02 10:52:22,INTC,0.917988,0.129798,Neutral
19578,,NVDA,2023-02-02 11:00:00,NVDA,0.999463,-0.21817,Somewhat-Bearish
10835,,NFLX,2023-02-02 11:00:00,NFLX,0.766141,0.124953,Neutral
3167,,AAPL,2023-02-02 11:04:00,BMY,0.157483,0.044076,Neutral
3168,,AAPL,2023-02-02 11:04:00,AMZN,0.157483,0.044076,Neutral
3169,,AAPL,2023-02-02 11:04:00,LLY,0.234307,0.059224,Neutral
7866,,AMZN,2023-02-02 11:04:00,BMY,0.157483,0.044076,Neutral
7867,,AMZN,2023-02-02 11:04:00,AMZN,0.157483,0.044076,Neutral
3166,,AAPL,2023-02-02 11:04:00,AAPL,0.157483,0.044076,Neutral
7868,,AMZN,2023-02-02 11:04:00,AAPL,0.157483,0.044076,Neutral
7869,,AMZN,2023-02-02 11:04:00,LLY,0.234307,0.059224,Neutral
13773,,MSFT,2023-02-02 11:05:44,MSFT,0.029113,0.048649,Neutral
13771,,MSFT,2023-02-02 11:05:44,USFD,0.229691,0.211883,Somewhat-Bullish
13772,,MSFT,2023-02-02 11:05:44,CSCO,0.284861,0.178391,Somewhat-Bullish
13774,,MSFT,2023-02-02 11:05:44,MDNDF,0.058188,0.099024,Neutral
7872,,AMZN,2023-02-02 11:15:00,VZ,0.066784,-0.037145,Neutral
7870,,AMZN,2023-02-02 11:15:00,T,0.1331,0.061639,Neutral
7875,,AMZN,2023-02-02 11:15:00,AMZN,0.066784,-0.273467,Somewhat-Bearish
7871,,AMZN,2023-02-02 11:15:00,TGT,0.262522,0.175002,Somewhat-Bullish
7874,,AMZN,2023-02-02 11:15:00,CEJOF,0.262522,0.287095,Somewhat-Bullish
7873,,AMZN,2023-02-02 11:15:00,WMT,0.066784,-0.273467,Somewhat-Bearish
7877,,AMZN,2023-02-02 11:18:48,AAPL,0.342487,-0.075413,Neutral
3170,,AAPL,2023-02-02 11:18:48,AMZN,0.342487,-0.027248,Neutral
3171,,AAPL,2023-02-02 11:18:48,AAPL,0.342487,-0.075413,Neutral
7876,,AMZN,2023-02-02 11:18:48,AMZN,0.342487,-0.027248,Neutral
7891,,AMZN,2023-02-02 11:33:54,PYPL,0.029149,-0.110053,Neutral
7892,,AMZN,2023-02-02 11:33:54,INTC,0.029149,0.179245,Somewhat-Bullish
7893,,AMZN,2023-02-02 11:33:54,SNY,0.029149,0.0,Neutral
7894,,AMZN,2023-02-02 11:33:54,MSFT,0.072787,0.017521,Neutral
7896,,AMZN,2023-02-02 11:33:54,UBER,0.029149,0.0,Neutral
7897,,AMZN,2023-02-02 11:33:54,FDX,0.029149,-0.110053,Neutral
7898,,AMZN,2023-02-02 11:33:54,AMD,0.029149,0.179245,Somewhat-Bullish
7895,,AMZN,2023-02-02 11:33:54,CMI,0.029149,0.0,Neutral
19598,,NVDA,2023-02-02 11:33:54,TSLA,0.029149,0.110547,Neutral
7900,,AMZN,2023-02-02 11:33:54,HMC,0.029149,0.0,Neutral
3193,,AAPL,2023-02-02 11:33:54,TSN,0.029149,0.0,Neutral
3192,,AAPL,2023-02-02 11:33:54,ABBV,0.029149,-0.133934,Neutral
3191,,AAPL,2023-02-02 11:33:54,CI,0.029149,0.0,Neutral
3190,,AAPL,2023-02-02 11:33:54,NVDA,0.029149,0.179245,Somewhat-Bullish
3189,,AAPL,2023-02-02 11:33:54,GOOG,0.029149,-0.013315,Neutral
3188,,AAPL,2023-02-02 11:33:54,MSFT,0.072787,0.017521,Neutral
3187,,AAPL,2023-02-02 11:33:54,SNY,0.029149,0.0,Neutral
3186,,AAPL,2023-02-02 11:33:54,HMC,0.029149,0.0,Neutral
3185,,AAPL,2023-02-02 11:33:54,CMI,0.029149,0.0,Neutral
3184,,AAPL,2023-02-02 11:33:54,UBER,0.029149,0.0,Neutral
3194,,AAPL,2023-02-02 11:33:54,YUM,0.029149,0.0,Neutral
3183,,AAPL,2023-02-02 11:33:54,FDX,0.029149,-0.110053,Neutral
3181,,AAPL,2023-02-02 11:33:54,TSLA,0.029149,0.110547,Neutral
3180,,AAPL,2023-02-02 11:33:54,BAX,0.029149,-0.133934,Neutral
3179,,AAPL,2023-02-02 11:33:54,BG,0.029149,0.0,Neutral
3178,,AAPL,2023-02-02 11:33:54,AAPL,0.101766,0.043894,Neutral
3177,,AAPL,2023-02-02 11:33:54,ENB,0.029149,0.0,Neutral
3176,,AAPL,2023-02-02 11:33:54,AZN,0.029149,-0.133934,Neutral
3175,,AAPL,2023-02-02 11:33:54,CNC,0.029149,0.094712,Neutral
3174,,AAPL,2023-02-02 11:33:54,PEP,0.029149,-0.133934,Neutral
3173,,AAPL,2023-02-02 11:33:54,AMZN,0.13061,-0.047415,Neutral
3172,,AAPL,2023-02-02 11:33:54,FOREX:USD,0.014577,0.112486,Neutral
3182,,AAPL,2023-02-02 11:33:54,AMD,0.029149,0.179245,Somewhat-Bullish
7899,,AMZN,2023-02-02 11:33:54,TSLA,0.029149,0.110547,Neutral
3195,,AAPL,2023-02-02 11:33:54,INTC,0.029149,0.179245,Somewhat-Bullish
19583,,NVDA,2023-02-02 11:33:54,YUM,0.029149,0.0,Neutral
7901,,AMZN,2023-02-02 11:33:54,BG,0.029149,0.0,Neutral
7902,,AMZN,2023-02-02 11:33:54,AAPL,0.101766,0.043894,Neutral
19603,,NVDA,2023-02-02 11:33:54,AMD,0.029149,0.179245,Somewhat-Bullish
19602,,NVDA,2023-02-02 11:33:54,CMI,0.029149,0.0,Neutral
19601,,NVDA,2023-02-02 11:33:54,UBER,0.029149,0.0,Neutral
19600,,NVDA,2023-02-02 11:33:54,FDX,0.029149,-0.110053,Neutral
19599,,NVDA,2023-02-02 11:33:54,AAPL,0.101766,0.043894,Neutral
7890,,AMZN,2023-02-02 11:33:54,FOREX:USD,0.014577,0.112486,Neutral
19597,,NVDA,2023-02-02 11:33:54,MSFT,0.072787,0.017521,Neutral
19596,,NVDA,2023-02-02 11:33:54,BG,0.029149,0.0,Neutral
3196,,AAPL,2023-02-02 11:33:54,PYPL,0.029149,-0.110053,Neutral
19595,,NVDA,2023-02-02 11:33:54,PYPL,0.029149,-0.110053,Neutral
19593,,NVDA,2023-02-02 11:33:54,SNY,0.029149,0.0,Neutral
19592,,NVDA,2023-02-02 11:33:54,GOOG,0.029149,-0.013315,Neutral
19591,,NVDA,2023-02-02 11:33:54,INTC,0.029149,0.179245,Somewhat-Bullish
19590,,NVDA,2023-02-02 11:33:54,FOREX:USD,0.014577,0.112486,Neutral
19589,,NVDA,2023-02-02 11:33:54,AMZN,0.13061,-0.047415,Neutral
19588,,NVDA,2023-02-02 11:33:54,PEP,0.029149,-0.133934,Neutral
19587,,NVDA,2023-02-02 11:33:54,CNC,0.029149,0.094712,Neutral
19586,,NVDA,2023-02-02 11:33:54,ENB,0.029149,0.0,Neutral
19585,,NVDA,2023-02-02 11:33:54,BAX,0.029149,-0.133934,Neutral
19584,,NVDA,2023-02-02 11:33:54,AZN,0.029149,-0.133934,Neutral
19594,,NVDA,2023-02-02 11:33:54,HMC,0.029149,0.0,Neutral
7889,,AMZN,2023-02-02 11:33:54,AMZN,0.13061,-0.047415,Neutral
7880,,AMZN,2023-02-02 11:33:54,CI,0.029149,0.0,Neutral
7887,,AMZN,2023-02-02 11:33:54,CNC,0.029149,0.094712,Neutral
13798,,MSFT,2023-02-02 11:33:54,AAPL,0.101766,0.043894,Neutral
13797,,MSFT,2023-02-02 11:33:54,BG,0.029149,0.0,Neutral
13796,,MSFT,2023-02-02 11:33:54,MSFT,0.072787,0.017521,Neutral
13795,,MSFT,2023-02-02 11:33:54,TSLA,0.029149,0.110547,Neutral
13794,,MSFT,2023-02-02 11:33:54,AMD,0.029149,0.179245,Somewhat-Bullish
13793,,MSFT,2023-02-02 11:33:54,FDX,0.029149,-0.110053,Neutral
13792,,MSFT,2023-02-02 11:33:54,UBER,0.029149,0.0,Neutral
13791,,MSFT,2023-02-02 11:33:54,CMI,0.029149,0.0,Neutral
13790,,MSFT,2023-02-02 11:33:54,HMC,0.029149,0.0,Neutral
13789,,MSFT,2023-02-02 11:33:54,PYPL,0.029149,-0.110053,Neutral
13788,,MSFT,2023-02-02 11:33:54,CNC,0.029149,0.094712,Neutral
13787,,MSFT,2023-02-02 11:33:54,INTC,0.029149,0.179245,Somewhat-Bullish
13786,,MSFT,2023-02-02 11:33:54,FOREX:USD,0.014577,0.112486,Neutral
13785,,MSFT,2023-02-02 11:33:54,AMZN,0.13061,-0.047415,Neutral
13784,,MSFT,2023-02-02 11:33:54,PEP,0.029149,-0.133934,Neutral
13783,,MSFT,2023-02-02 11:33:54,GOOG,0.029149,-0.013315,Neutral
13782,,MSFT,2023-02-02 11:33:54,BAX,0.029149,-0.133934,Neutral
13799,,MSFT,2023-02-02 11:33:54,SNY,0.029149,0.0,Neutral
13781,,MSFT,2023-02-02 11:33:54,ENB,0.029149,0.0,Neutral
7888,,AMZN,2023-02-02 11:33:54,PEP,0.029149,-0.133934,Neutral
23985,,INTC,2023-02-02 11:33:54,CNC,0.029149,0.094712,Neutral
23968,,INTC,2023-02-02 11:33:54,MSFT,0.072787,0.017521,Neutral
23969,,INTC,2023-02-02 11:33:54,TSLA,0.029149,0.110547,Neutral
23970,,INTC,2023-02-02 11:33:54,AMD,0.029149,0.179245,Somewhat-Bullish
23971,,INTC,2023-02-02 11:33:54,FDX,0.029149,-0.110053,Neutral
23972,,INTC,2023-02-02 11:33:54,UBER,0.029149,0.0,Neutral
23973,,INTC,2023-02-02 11:33:54,CMI,0.029149,0.0,Neutral
23974,,INTC,2023-02-02 11:33:54,SNY,0.029149,0.0,Neutral
23975,,INTC,2023-02-02 11:33:54,PYPL,0.029149,-0.110053,Neutral
23976,,INTC,2023-02-02 11:33:54,GOOG,0.029149,-0.013315,Neutral
23977,,INTC,2023-02-02 11:33:54,NVDA,0.029149,0.179245,Somewhat-Bullish
23978,,INTC,2023-02-02 11:33:54,CI,0.029149,0.0,Neutral
23979,,INTC,2023-02-02 11:33:54,TSN,0.029149,0.0,Neutral
23980,,INTC,2023-02-02 11:33:54,YUM,0.029149,0.0,Neutral
23981,,INTC,2023-02-02 11:33:54,AZN,0.029149,-0.133934,Neutral
23982,,INTC,2023-02-02 11:33:54,INTC,0.029149,0.179245,Somewhat-Bullish
23983,,INTC,2023-02-02 11:33:54,ENB,0.029149,0.0,Neutral
23984,,INTC,2023-02-02 11:33:54,BAX,0.029149,-0.133934,Neutral
23986,,INTC,2023-02-02 11:33:54,PEP,0.029149,-0.133934,Neutral
13780,,MSFT,2023-02-02 11:33:54,AZN,0.029149,-0.133934,Neutral
19579,,NVDA,2023-02-02 11:33:54,NVDA,0.029149,0.179245,Somewhat-Bullish
13778,,MSFT,2023-02-02 11:33:54,TSN,0.029149,0.0,Neutral
13779,,MSFT,2023-02-02 11:33:54,YUM,0.029149,0.0,Neutral
19580,,NVDA,2023-02-02 11:33:54,CI,0.029149,0.0,Neutral
19581,,NVDA,2023-02-02 11:33:54,ABBV,0.029149,-0.133934,Neutral
19582,,NVDA,2023-02-02 11:33:54,TSN,0.029149,0.0,Neutral
7878,,AMZN,2023-02-02 11:33:54,GOOG,0.029149,-0.013315,Neutral
7879,,AMZN,2023-02-02 11:33:54,NVDA,0.029149,0.179245,Somewhat-Bullish
7882,,AMZN,2023-02-02 11:33:54,TSN,0.029149,0.0,Neutral
7883,,AMZN,2023-02-02 11:33:54,YUM,0.029149,0.0,Neutral
7884,,AMZN,2023-02-02 11:33:54,AZN,0.029149,-0.133934,Neutral
7885,,AMZN,2023-02-02 11:33:54,ENB,0.029149,0.0,Neutral
7881,,AMZN,2023-02-02 11:33:54,ABBV,0.029149,-0.133934,Neutral
23992,,INTC,2023-02-02 11:33:54,HMC,0.029149,0.0,Neutral
