,news_id,source_ticker,time,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
13385,,MSFT,2022-12-31 19:30:05,MSFT,0.077593,0.163411,Somewhat-Bullish
13386,,MSFT,2022-12-31 20:20:34,LUV,0.123951,-0.0156,Neutral
13387,,MSFT,2022-12-31 20:20:34,MSFT,0.041466,-0.015593,Neutral
10425,,NFLX,2022-12-31 20:57:25,NFLX,0.062271,-0.027487,Neutral
10424,,NFLX,2022-12-31 20:57:25,SNEJF,0.124164,0.200336,Somewhat-Bullish
13388,,MSFT,2022-12-31 21:00:00,GOOG,0.114137,-0.032078,Neutral
13389,,MSFT,2022-12-31 21:00:00,MSFT,0.114137,-0.032078,Neutral
0,,META,2022-12-31 22:00:28,TSLA,0.040795,0.074613,Neutral
13390,,MSFT,2022-12-31 22:00:28,MSFT,0.006802,0.027689,Neutral
13391,,MSFT,2022-12-31 22:00:28,CURN,0.006802,0.01264,Neutral
13393,,MSFT,2022-12-31 22:00:28,NVDA,0.006802,-0.081333,Neutral
13394,,MSFT,2022-12-31 22:00:28,AWON,0.006802,-0.04817,Neutral
13395,,MSFT,2022-12-31 22:00:28,META,0.013604,0.011411,Neutral
19175,,NVDA,2022-12-31 22:00:28,TSLA,0.040795,0.074613,Neutral
19176,,NVDA,2022-12-31 22:00:28,AWON,0.006802,-0.04817,Neutral
19177,,NVDA,2022-12-31 22:00:28,NVDA,0.006802,-0.081333,Neutral
19178,,NVDA,2022-12-31 22:00:28,MSFT,0.006802,0.027689,Neutral
13392,,MSFT,2022-12-31 22:00:28,TSLA,0.040795,0.074613,Neutral
19179,,NVDA,2022-12-31 22:00:28,CURN,0.006802,0.01264,Neutral
19180,,NVDA,2022-12-31 22:00:28,META,0.013604,0.011411,Neutral
1,,META,2022-12-31 22:00:28,MSFT,0.006802,0.027689,Neutral
2,,META,2022-12-31 22:00:28,CURN,0.006802,0.01264,Neutral
3,,META,2022-12-31 22:00:28,AWON,0.006802,-0.04817,Neutral
4,,META,2022-12-31 22:00:28,NVDA,0.006802,-0.081333,Neutral
5,,META,2022-12-31 22:00:28,META,0.013604,0.011411,Neutral
13396,,MSFT,2022-12-31 22:46:06,UPS,0.215415,0.223273,Somewhat-Bullish
13398,,MSFT,2022-12-31 22:46:06,MSFT,0.367606,0.154093,Somewhat-Bullish
13397,,MSFT,2022-12-31 22:46:06,SPGI,0.027257,-0.032548,Neutral
10427,,NFLX,2022-12-31 23:55:02,WBD,0.042571,0.052528,Neutral
10428,,NFLX,2022-12-31 23:55:02,NFLX,0.042571,0.127389,Neutral
10426,,NFLX,2022-12-31 23:55:02,NTDOF,0.042571,0.0,Neutral
7,,META,2023-01-01 00:00:00,GOOG,0.077593,0.03438,Neutral
10429,,NFLX,2023-01-01 00:00:00,META,0.154455,0.107128,Neutral
10431,,NFLX,2023-01-01 00:00:00,NFLX,0.038843,0.062818,Neutral
10430,,NFLX,2023-01-01 00:00:00,GOOG,0.077593,0.03438,Neutral
6,,META,2023-01-01 00:00:00,META,0.154455,0.107128,Neutral
8,,META,2023-01-01 00:00:00,NFLX,0.038843,0.062818,Neutral
10432,,NFLX,2023-01-01 03:34:04,SPOT,0.046907,0.0,Neutral
10434,,NFLX,2023-01-01 03:34:04,NFLX,0.046907,0.0,Neutral
10433,,NFLX,2023-01-01 03:34:04,CVS,0.046907,0.088802,Neutral
9,,META,2023-01-01 03:58:00,META,0.092569,0.0,Neutral
10438,,NFLX,2023-01-01 05:00:00,NFLX,0.053749,0.136037,Neutral
10436,,NFLX,2023-01-01 05:00:00,NFLX,0.053153,0.136022,Neutral
10435,,NFLX,2023-01-01 05:00:00,HRDI,0.053153,0.086058,Neutral
10437,,NFLX,2023-01-01 05:00:00,HRDI,0.053749,0.086135,Neutral
2728,,AAPL,2023-01-01 05:13:00,NFLX,0.05654,0.067098,Neutral
2726,,AAPL,2023-01-01 05:13:00,PARA,0.277118,0.222256,Somewhat-Bullish
10442,,NFLX,2023-01-01 05:13:00,BRK-A,0.112797,0.138191,Neutral
10441,,NFLX,2023-01-01 05:13:00,NFLX,0.05654,0.067098,Neutral
10440,,NFLX,2023-01-01 05:13:00,PARA,0.277118,0.222256,Somewhat-Bullish
10439,,NFLX,2023-01-01 05:13:00,AAPL,0.277118,0.187644,Somewhat-Bullish
2727,,AAPL,2023-01-01 05:13:00,AAPL,0.277118,0.187644,Somewhat-Bullish
2725,,AAPL,2023-01-01 05:13:00,BRK-A,0.112797,0.138191,Neutral
10,,META,2023-01-01 05:18:20,GOOG,0.096091,0.162401,Somewhat-Bullish
11,,META,2023-01-01 05:18:20,META,0.048133,0.140831,Neutral
7355,,AMZN,2023-01-01 05:26:00,TMDX,0.21258,0.379002,Bullish
7356,,AMZN,2023-01-01 05:26:00,INMD,0.21258,0.192922,Somewhat-Bullish
7357,,AMZN,2023-01-01 05:26:00,AMZN,0.263942,0.156249,Somewhat-Bullish
15,,META,2023-01-01 05:30:00,META,0.751437,0.466083,Bullish
13,,META,2023-01-01 05:30:00,GOOG,0.751437,0.466083,Bullish
12,,META,2023-01-01 05:30:00,AAPL,0.436009,0.357976,Bullish
10446,,NFLX,2023-01-01 05:30:00,AAPL,0.436009,0.357976,Bullish
10444,,NFLX,2023-01-01 05:30:00,META,0.751437,0.466083,Bullish
10445,,NFLX,2023-01-01 05:30:00,GOOG,0.751437,0.466083,Bullish
14,,META,2023-01-01 05:30:00,NFLX,0.436009,0.357976,Bullish
2732,,AAPL,2023-01-01 05:30:00,GOOG,0.751437,0.466083,Bullish
10443,,NFLX,2023-01-01 05:30:00,NFLX,0.436009,0.357976,Bullish
2729,,AAPL,2023-01-01 05:30:00,NFLX,0.436009,0.357976,Bullish
2730,,AAPL,2023-01-01 05:30:00,AAPL,0.436009,0.357976,Bullish
2731,,AAPL,2023-01-01 05:30:00,META,0.751437,0.466083,Bullish
10447,,NFLX,2023-01-01 05:45:00,BRK-A,0.042915,0.022867,Neutral
10451,,NFLX,2023-01-01 05:45:00,MDGL,0.042915,0.0416,Neutral
10450,,NFLX,2023-01-01 05:45:00,NFLX,0.313484,0.217653,Somewhat-Bullish
10449,,NFLX,2023-01-01 05:45:00,STT,0.021465,0.042828,Neutral
10448,,NFLX,2023-01-01 05:45:00,BIPC,0.128249,0.13821,Neutral
2734,,AAPL,2023-01-01 05:50:00,AXP,0.119235,0.192681,Somewhat-Bullish
2735,,AAPL,2023-01-01 05:50:00,KHC,0.235823,0.125614,Neutral
2736,,AAPL,2023-01-01 05:50:00,KO,0.178021,-0.008809,Neutral
2737,,AAPL,2023-01-01 05:50:00,CVX,0.178021,0.229812,Somewhat-Bullish
2738,,AAPL,2023-01-01 05:50:00,BAC,0.119235,0.211746,Somewhat-Bullish
2739,,AAPL,2023-01-01 05:50:00,AAPL,0.178021,-0.066673,Neutral
2733,,AAPL,2023-01-01 05:50:00,OXY,0.119235,0.191777,Somewhat-Bullish
16,,META,2023-01-01 06:15:00,META,0.978984,-0.194405,Somewhat-Bearish
13400,,MSFT,2023-01-01 06:40:00,GOOG,0.116067,-0.067015,Neutral
13399,,MSFT,2023-01-01 06:40:00,DOCN,0.618922,0.1959,Somewhat-Bullish
13401,,MSFT,2023-01-01 06:40:00,MSFT,0.058188,-0.092036,Neutral
7360,,AMZN,2023-01-01 06:45:00,NVT,0.08687,0.249221,Somewhat-Bullish
7358,,AMZN,2023-01-01 06:45:00,UPS,0.521732,0.448419,Bullish
7359,,AMZN,2023-01-01 06:45:00,AMZN,0.172713,0.038289,Neutral
7361,,AMZN,2023-01-01 06:45:00,APD,0.129983,0.069332,Neutral
7363,,AMZN,2023-01-01 07:15:00,AMZN,0.357049,0.467265,Bullish
7362,,AMZN,2023-01-01 07:15:00,ABNB,0.259451,0.17742,Somewhat-Bullish
13406,,MSFT,2023-01-01 07:53:23,MSFT,0.020352,-0.012585,Neutral
13405,,MSFT,2023-01-01 07:53:23,NYT,0.020352,-0.108419,Neutral
13404,,MSFT,2023-01-01 07:53:23,SPGI,0.020352,0.034335,Neutral
13403,,MSFT,2023-01-01 07:53:23,FUJHF,0.020352,-0.071928,Neutral
13402,,MSFT,2023-01-01 07:53:23,TSLA,0.779232,0.151407,Somewhat-Bullish
7367,,AMZN,2023-01-01 08:00:00,TOST,0.362858,0.044349,Neutral
7365,,AMZN,2023-01-01 08:00:00,FVRR,0.428632,0.221717,Somewhat-Bullish
7368,,AMZN,2023-01-01 08:00:00,GOOG,0.18645,0.071973,Neutral
7366,,AMZN,2023-01-01 08:00:00,AMZN,0.037622,-0.001982,Neutral
7364,,AMZN,2023-01-01 08:00:00,MSFT,0.037622,-0.001982,Neutral
13407,,MSFT,2023-01-01 08:00:00,FVRR,0.428632,0.221717,Somewhat-Bullish
13408,,MSFT,2023-01-01 08:00:00,MSFT,0.037622,-0.001982,Neutral
13409,,MSFT,2023-01-01 08:00:00,TOST,0.362858,0.044349,Neutral
13410,,MSFT,2023-01-01 08:00:00,GOOG,0.18645,0.071973,Neutral
13411,,MSFT,2023-01-01 08:00:00,AMZN,0.037622,-0.001982,Neutral
10452,,NFLX,2023-01-01 08:01:00,NFLX,0.050359,0.158271,Somewhat-Bullish
17,,META,2023-01-01 08:01:00,META,0.377142,0.040127,Neutral
13416,,MSFT,2023-01-01 08:07:00,CRYPTO:ETH,0.16849,0.200628,Somewhat-Bullish
13415,,MSFT,2023-01-01 08:07:00,TSLA,0.033942,-0.053552,Neutral
13414,,MSFT,2023-01-01 08:07:00,CRYPTO:BTC,0.672283,0.161882,Somewhat-Bullish
10453,,NFLX,2023-01-01 08:07:00,NFLX,0.033942,-0.053552,Neutral
13417,,MSFT,2023-01-01 08:07:00,GOOG,0.033942,-0.053552,Neutral
10455,,NFLX,2023-01-01 08:07:00,CRYPTO:BTC,0.672283,0.161882,Somewhat-Bullish
10454,,NFLX,2023-01-01 08:07:00,CRYPTO:ETH,0.16849,0.200628,Somewhat-Bullish
10457,,NFLX,2023-01-01 08:07:00,GOOG,0.033942,-0.053552,Neutral
10458,,NFLX,2023-01-01 08:07:00,MSFT,0.033942,-0.053552,Neutral
13412,,MSFT,2023-01-01 08:07:00,MSFT,0.033942,-0.053552,Neutral
13413,,MSFT,2023-01-01 08:07:00,NFLX,0.033942,-0.053552,Neutral
10456,,NFLX,2023-01-01 08:07:00,TSLA,0.033942,-0.053552,Neutral
10460,,NFLX,2023-01-01 08:24:46,GLYYY,0.146916,-0.090102,Neutral
10461,,NFLX,2023-01-01 08:24:46,FOREX:VND,0.691568,-0.394569,Bearish
10459,,NFLX,2023-01-01 08:24:46,NFLX,0.073773,0.095767,Neutral
19,,META,2023-01-01 08:52:00,META,0.054857,-0.105996,Neutral
18,,META,2023-01-01 08:52:00,TTD,0.591019,0.480711,Bullish
20,,META,2023-01-01 09:00:00,CZR,0.962191,0.649864,Bullish
21,,META,2023-01-01 09:00:00,META,0.046006,0.15328,Somewhat-Bullish
23653,,INTC,2023-01-01 09:00:00,INTC,0.733479,0.411975,Bullish
23652,,INTC,2023-01-01 09:00:00,TSM,0.733479,0.411975,Bullish
19181,,NVDA,2023-01-01 09:00:00,NVDA,0.779232,0.468234,Bullish
23655,,INTC,2023-01-01 09:10:00,T,0.303175,0.08325,Neutral
23654,,INTC,2023-01-01 09:10:00,INTC,0.530665,-0.01676,Neutral
10465,,NFLX,2023-01-01 10:00:00,APE,0.086556,0.105866,Neutral
13419,,MSFT,2023-01-01 10:00:00,MSFT,0.172097,0.172675,Somewhat-Bullish
13420,,MSFT,2023-01-01 10:00:00,APE,0.086556,0.105866,Neutral
13421,,MSFT,2023-01-01 10:00:00,GOOG,0.086556,0.242501,Somewhat-Bullish
10462,,NFLX,2023-01-01 10:00:00,GOOG,0.086556,0.242501,Somewhat-Bullish
10463,,NFLX,2023-01-01 10:00:00,NFLX,0.086556,0.242501,Somewhat-Bullish
10464,,NFLX,2023-01-01 10:00:00,MSFT,0.172097,0.172675,Somewhat-Bullish
13418,,MSFT,2023-01-01 10:00:00,NFLX,0.086556,0.242501,Somewhat-Bullish
22,,META,2023-01-01 10:40:53,META,0.364275,-0.276816,Somewhat-Bearish
10467,,NFLX,2023-01-01 11:21:44,GOOG,0.055751,0.251992,Somewhat-Bullish
10466,,NFLX,2023-01-01 11:21:44,META,0.055751,0.251992,Somewhat-Bullish
23,,META,2023-01-01 11:21:44,META,0.055751,0.251992,Somewhat-Bullish
24,,META,2023-01-01 11:21:44,GOOG,0.055751,0.251992,Somewhat-Bullish
10468,,NFLX,2023-01-01 11:21:44,NFLX,0.055751,0.002007,Neutral
25,,META,2023-01-01 11:21:44,NFLX,0.055751,0.002007,Neutral
27,,META,2023-01-01 12:07:00,DAKT,0.306325,0.067118,Neutral
26,,META,2023-01-01 12:07:00,META,0.05234,0.0,Neutral
13422,,MSFT,2023-01-01 12:19:00,MSFT,0.195419,0.103732,Neutral
13423,,MSFT,2023-01-01 12:19:00,MDNDF,0.049322,0.088984,Neutral
13424,,MSFT,2023-01-01 12:46:28,MSFT,0.013908,-0.055523,Neutral
13425,,MSFT,2023-01-01 12:46:28,MCQEF,0.013908,0.063365,Neutral
13426,,MSFT,2023-01-01 12:46:28,NGG,0.013908,-0.039241,Neutral
19182,,NVDA,2023-01-01 13:11:00,AMZN,0.093289,-0.070174,Neutral
19183,,NVDA,2023-01-01 13:11:00,SHOP,0.139534,-0.129699,Neutral
19184,,NVDA,2023-01-01 13:11:00,TGT,0.442082,0.062648,Neutral
19185,,NVDA,2023-01-01 13:11:00,META,0.093289,-0.070174,Neutral
19186,,NVDA,2023-01-01 13:11:00,NVDA,0.360752,0.189885,Somewhat-Bullish
19187,,NVDA,2023-01-01 13:11:00,WMT,0.360752,0.007827,Neutral
31,,META,2023-01-01 13:11:00,WMT,0.360752,0.007827,Neutral
32,,META,2023-01-01 13:11:00,NVDA,0.360752,0.189885,Somewhat-Bullish
30,,META,2023-01-01 13:11:00,AMZN,0.093289,-0.070174,Neutral
29,,META,2023-01-01 13:11:00,TGT,0.442082,0.062648,Neutral
28,,META,2023-01-01 13:11:00,META,0.093289,-0.070174,Neutral
7369,,AMZN,2023-01-01 13:11:00,META,0.093289,-0.070174,Neutral
7370,,AMZN,2023-01-01 13:11:00,WMT,0.360752,0.007827,Neutral
7371,,AMZN,2023-01-01 13:11:00,AMZN,0.093289,-0.070174,Neutral
7372,,AMZN,2023-01-01 13:11:00,NVDA,0.360752,0.189885,Somewhat-Bullish
7373,,AMZN,2023-01-01 13:11:00,TGT,0.442082,0.062648,Neutral
7374,,AMZN,2023-01-01 13:11:00,SHOP,0.139534,-0.129699,Neutral
33,,META,2023-01-01 13:11:00,SHOP,0.139534,-0.129699,Neutral
19188,,NVDA,2023-01-01 13:25:53,NVDA,0.13459,0.397991,Bullish
19189,,NVDA,2023-01-01 13:25:53,TSLA,0.502207,0.100516,Neutral
10469,,NFLX,2023-01-01 14:15:55,GOOG,0.339356,0.176825,Somewhat-Bullish
10470,,NFLX,2023-01-01 14:15:55,NYT,0.116348,0.148097,Neutral
10471,,NFLX,2023-01-01 14:15:55,NFLX,0.285526,-0.038757,Neutral
19192,,NVDA,2023-01-01 15:44:55,QCOM,0.040416,0.0,Neutral
19190,,NVDA,2023-01-01 15:44:55,TXN,0.040416,0.0,Neutral
19191,,NVDA,2023-01-01 15:44:55,CRYPTO:BTC,0.040416,0.031464,Neutral
19195,,NVDA,2023-01-01 15:44:55,NVDA,0.040416,0.0,Neutral
19194,,NVDA,2023-01-01 15:44:55,GFS,0.040416,0.0,Neutral
19193,,NVDA,2023-01-01 15:44:55,SSNLF,0.040416,0.0,Neutral
35,,META,2023-01-01 16:20:00,META,0.055751,0.0,Neutral
34,,META,2023-01-01 16:20:00,GAIA,0.11123,0.115471,Neutral
37,,META,2023-01-01 16:32:59,GOOG,0.170275,0.057943,Neutral
36,,META,2023-01-01 16:32:59,META,0.085629,0.057413,Neutral
40,,META,2023-01-01 17:16:00,IREN,0.238718,0.157411,Somewhat-Bullish
39,,META,2023-01-01 17:16:00,META,0.060541,0.0,Neutral
38,,META,2023-01-01 17:16:00,CRYPTO:BTC,0.120733,-0.167767,Somewhat-Bearish
10472,,NFLX,2023-01-01 18:00:00,NFLX,0.16317,0.086267,Neutral
13429,,MSFT,2023-01-01 18:08:43,V,0.287875,0.083357,Neutral
13430,,MSFT,2023-01-01 18:08:43,MA,0.287875,0.083357,Neutral
13428,,MSFT,2023-01-01 18:08:43,WMT,0.029436,0.049299,Neutral
13427,,MSFT,2023-01-01 18:08:43,MSFT,0.029436,0.085722,Neutral
13431,,MSFT,2023-01-01 18:08:43,HD,0.029436,0.058068,Neutral
13433,,MSFT,2023-01-01 22:11:55,MSFT,0.145145,0.18121,Somewhat-Bullish
13432,,MSFT,2023-01-01 22:11:55,RXT,0.285526,0.0,Neutral
13435,,MSFT,2023-01-01 23:01:00,MSFT,0.130926,0.136821,Neutral
13434,,MSFT,2023-01-01 23:01:00,RNW,0.258351,0.032552,Neutral
42,,META,2023-01-02 00:26:15,META,0.041466,0.048443,Neutral
41,,META,2023-01-02 00:26:15,ABNB,0.041466,0.085625,Neutral
10474,,NFLX,2023-01-02 01:33:06,NFLX,0.029914,-0.152277,Somewhat-Bearish
10473,,NFLX,2023-01-02 01:33:06,MSFT,0.029914,-0.152277,Somewhat-Bearish
13437,,MSFT,2023-01-02 01:33:06,MSFT,0.029914,-0.152277,Somewhat-Bearish
13436,,MSFT,2023-01-02 01:33:06,NFLX,0.029914,-0.152277,Somewhat-Bearish
10475,,NFLX,2023-01-02 01:48:00,NFLX,0.079392,0.112876,Neutral
19196,,NVDA,2023-01-02 02:15:00,NVDA,0.972608,-0.372039,Bearish
2740,,AAPL,2023-01-02 02:20:29,MSFT,0.065866,0.067368,Neutral
13439,,MSFT,2023-01-02 02:20:29,CHDRF,0.065866,0.156005,Somewhat-Bullish
13443,,MSFT,2023-01-02 02:20:29,MSFT,0.065866,0.067368,Neutral
13442,,MSFT,2023-01-02 02:20:29,WLMIF,0.065866,0.141291,Neutral
13438,,MSFT,2023-01-02 02:20:29,TSLA,0.491488,0.408738,Bullish
2744,,AAPL,2023-01-02 02:20:29,CHDRF,0.065866,0.156005,Somewhat-Bullish
2745,,AAPL,2023-01-02 02:20:29,TSLA,0.491488,0.408738,Bullish
2742,,AAPL,2023-01-02 02:20:29,GOOG,0.131284,0.08105,Neutral
2741,,AAPL,2023-01-02 02:20:29,WLMIF,0.065866,0.141291,Neutral
13441,,MSFT,2023-01-02 02:20:29,GOOG,0.131284,0.08105,Neutral
13440,,MSFT,2023-01-02 02:20:29,AAPL,0.065866,0.067368,Neutral
2743,,AAPL,2023-01-02 02:20:29,AAPL,0.065866,0.067368,Neutral
13444,,MSFT,2023-01-02 02:30:00,MSFT,0.087185,0.075126,Neutral
13445,,MSFT,2023-01-02 02:43:00,MSFT,0.211191,0.0,Neutral
19197,,NVDA,2023-01-02 02:47:00,NVDA,0.618922,-0.11494,Neutral
45,,META,2023-01-02 03:47:30,SPOT,0.033609,0.193418,Somewhat-Bullish
44,,META,2023-01-02 03:47:30,GOOG,0.033609,0.193418,Somewhat-Bullish
43,,META,2023-01-02 03:47:30,META,0.033609,0.193418,Somewhat-Bullish
13446,,MSFT,2023-01-02 04:04:00,CRYPTO:NXT,0.059049,0.250532,Somewhat-Bullish
13447,,MSFT,2023-01-02 04:04:00,MSFT,0.625937,0.613,Bullish
46,,META,2023-01-02 04:33:00,META,0.56415,-0.020963,Neutral
23657,,INTC,2023-01-02 05:10:00,IT,0.048621,-0.188623,Somewhat-Bearish
23656,,INTC,2023-01-02 05:10:00,INTC,0.192694,0.207933,Somewhat-Bullish
23659,,INTC,2023-01-02 05:10:00,TSM,0.048621,0.159738,Somewhat-Bullish
23658,,INTC,2023-01-02 05:10:00,AMD,0.572037,0.291703,Somewhat-Bullish
7377,,AMZN,2023-01-02 05:30:00,META,0.044386,0.114232,Neutral
7376,,AMZN,2023-01-02 05:30:00,AMZN,0.459624,0.328793,Somewhat-Bullish
7375,,AMZN,2023-01-02 05:30:00,IT,0.044386,-0.036836,Neutral
49,,META,2023-01-02 05:30:00,META,0.044386,0.114232,Neutral
48,,META,2023-01-02 05:30:00,AMZN,0.459624,0.328793,Somewhat-Bullish
47,,META,2023-01-02 05:30:00,IT,0.044386,-0.036836,Neutral
7380,,AMZN,2023-01-02 05:54:00,DEA,0.168099,0.271812,Somewhat-Bullish
7379,,AMZN,2023-01-02 05:54:00,AMZN,0.222838,0.373956,Bullish
7378,,AMZN,2023-01-02 05:54:00,TTD,0.222838,0.28274,Somewhat-Bullish
10477,,NFLX,2023-01-02 05:55:49,WBD,0.125878,0.022062,Neutral
10478,,NFLX,2023-01-02 05:55:49,NFLX,0.057407,0.004009,Neutral
10476,,NFLX,2023-01-02 05:55:49,GOOG,0.011491,0.110784,Neutral
2746,,AAPL,2023-01-02 06:20:08,AAPL,0.127795,0.066196,Neutral
2747,,AAPL,2023-01-02 06:20:08,MSFT,0.127795,0.066196,Neutral
2748,,AAPL,2023-01-02 06:20:08,GS,0.312423,0.111025,Neutral
13449,,MSFT,2023-01-02 06:20:08,MSFT,0.127795,0.066196,Neutral
13450,,MSFT,2023-01-02 06:20:08,AAPL,0.127795,0.066196,Neutral
13448,,MSFT,2023-01-02 06:20:08,GS,0.312423,0.111025,Neutral
2749,,AAPL,2023-01-02 06:20:10,AAPL,0.127456,0.066113,Neutral
13451,,MSFT,2023-01-02 06:20:10,AAPL,0.127456,0.066113,Neutral
13452,,MSFT,2023-01-02 06:20:10,MSFT,0.127456,0.066113,Neutral
2751,,AAPL,2023-01-02 06:20:10,IVZ,0.311631,0.210582,Somewhat-Bullish
13453,,MSFT,2023-01-02 06:20:10,IVZ,0.311631,0.210582,Somewhat-Bullish
2750,,AAPL,2023-01-02 06:20:10,MSFT,0.127456,0.066113,Neutral
13455,,MSFT,2023-01-02 07:00:00,PYPL,0.299478,-0.188237,Somewhat-Bearish
13467,,MSFT,2023-01-02 07:00:00,EBAY,0.436009,-0.246798,Somewhat-Bearish
13466,,MSFT,2023-01-02 07:00:00,SBUX,0.436009,-0.246798,Somewhat-Bearish
13465,,MSFT,2023-01-02 07:00:00,MA,0.299478,-0.188237,Somewhat-Bearish
13464,,MSFT,2023-01-02 07:00:00,HD,0.152499,-0.113484,Neutral
13463,,MSFT,2023-01-02 07:00:00,DMPZF,0.152499,-0.113484,Neutral
13462,,MSFT,2023-01-02 07:00:00,MSFT,0.152499,-0.113484,Neutral
13461,,MSFT,2023-01-02 07:00:00,DPZ,0.152499,-0.113484,Neutral
13459,,MSFT,2023-01-02 07:00:00,ABNB,0.299478,-0.188237,Somewhat-Bearish
13458,,MSFT,2023-01-02 07:00:00,NKE,0.299478,-0.188237,Somewhat-Bearish
13457,,MSFT,2023-01-02 07:00:00,META,0.436009,-0.246798,Somewhat-Bearish
13456,,MSFT,2023-01-02 07:00:00,TGT,0.152499,-0.113484,Neutral
13454,,MSFT,2023-01-02 07:00:00,NFLX,0.152499,-0.113484,Neutral
13460,,MSFT,2023-01-02 07:00:00,MMM,0.299478,-0.188237,Somewhat-Bearish
13469,,MSFT,2023-01-02 07:00:00,V,0.299478,-0.188237,Somewhat-Bearish
13470,,MSFT,2023-01-02 07:00:00,ADBE,0.436009,-0.246798,Somewhat-Bearish
10479,,NFLX,2023-01-02 07:00:00,ABNB,0.299478,-0.188237,Somewhat-Bearish
10480,,NFLX,2023-01-02 07:00:00,MMM,0.299478,-0.188237,Somewhat-Bearish
10481,,NFLX,2023-01-02 07:00:00,NKE,0.299478,-0.188237,Somewhat-Bearish
10482,,NFLX,2023-01-02 07:00:00,PYPL,0.299478,-0.188237,Somewhat-Bearish
10483,,NFLX,2023-01-02 07:00:00,TGT,0.152499,-0.113484,Neutral
10484,,NFLX,2023-01-02 07:00:00,DPZ,0.152499,-0.113484,Neutral
10485,,NFLX,2023-01-02 07:00:00,META,0.436009,-0.246798,Somewhat-Bearish
10486,,NFLX,2023-01-02 07:00:00,MSFT,0.152499,-0.113484,Neutral
10487,,NFLX,2023-01-02 07:00:00,ADBE,0.436009,-0.246798,Somewhat-Bearish
10488,,NFLX,2023-01-02 07:00:00,MELI,0.299478,-0.188237,Somewhat-Bearish
10489,,NFLX,2023-01-02 07:00:00,MA,0.299478,-0.188237,Somewhat-Bearish
50,,META,2023-01-02 07:00:00,ADBE,0.436009,-0.246798,Somewhat-Bearish
51,,META,2023-01-02 07:00:00,PYPL,0.299478,-0.188237,Somewhat-Bearish
10490,,NFLX,2023-01-02 07:00:00,SBUX,0.436009,-0.246798,Somewhat-Bearish
10492,,NFLX,2023-01-02 07:00:00,ETSY,0.152499,-0.113484,Neutral
10493,,NFLX,2023-01-02 07:00:00,V,0.299478,-0.188237,Somewhat-Bearish
10494,,NFLX,2023-01-02 07:00:00,DMPZF,0.152499,-0.113484,Neutral
10495,,NFLX,2023-01-02 07:00:00,NFLX,0.152499,-0.113484,Neutral
10496,,NFLX,2023-01-02 07:00:00,HD,0.152499,-0.113484,Neutral
10497,,NFLX,2023-01-02 07:00:00,CHGG,0.299478,-0.188237,Somewhat-Bearish
10498,,NFLX,2023-01-02 07:00:00,PANW,0.299478,-0.188237,Somewhat-Bearish
10499,,NFLX,2023-01-02 07:00:00,DOCU,0.436009,-0.246798,Somewhat-Bearish
52,,META,2023-01-02 07:00:00,TGT,0.152499,-0.113484,Neutral
13474,,MSFT,2023-01-02 07:00:00,MELI,0.299478,-0.188237,Somewhat-Bearish
13473,,MSFT,2023-01-02 07:00:00,PANW,0.299478,-0.188237,Somewhat-Bearish
13472,,MSFT,2023-01-02 07:00:00,DOCU,0.436009,-0.246798,Somewhat-Bearish
13471,,MSFT,2023-01-02 07:00:00,CHGG,0.299478,-0.188237,Somewhat-Bearish
13468,,MSFT,2023-01-02 07:00:00,ETSY,0.152499,-0.113484,Neutral
10491,,NFLX,2023-01-02 07:00:00,EBAY,0.436009,-0.246798,Somewhat-Bearish
53,,META,2023-01-02 07:00:00,META,0.436009,-0.246798,Somewhat-Bearish
60,,META,2023-01-02 07:00:00,V,0.299478,-0.188237,Somewhat-Bearish
66,,META,2023-01-02 07:00:00,DMPZF,0.152499,-0.113484,Neutral
63,,META,2023-01-02 07:00:00,SBUX,0.436009,-0.246798,Somewhat-Bearish
62,,META,2023-01-02 07:00:00,EBAY,0.436009,-0.246798,Somewhat-Bearish
70,,META,2023-01-02 07:00:00,MMM,0.299478,-0.188237,Somewhat-Bearish
59,,META,2023-01-02 07:00:00,ABNB,0.299478,-0.188237,Somewhat-Bearish
67,,META,2023-01-02 07:00:00,MSFT,0.152499,-0.113484,Neutral
65,,META,2023-01-02 07:00:00,MELI,0.299478,-0.188237,Somewhat-Bearish
61,,META,2023-01-02 07:00:00,ETSY,0.152499,-0.113484,Neutral
54,,META,2023-01-02 07:00:00,NKE,0.299478,-0.188237,Somewhat-Bearish
64,,META,2023-01-02 07:00:00,MA,0.299478,-0.188237,Somewhat-Bearish
56,,META,2023-01-02 07:00:00,PANW,0.299478,-0.188237,Somewhat-Bearish
68,,META,2023-01-02 07:00:00,DOCU,0.436009,-0.246798,Somewhat-Bearish
69,,META,2023-01-02 07:00:00,DPZ,0.152499,-0.113484,Neutral
57,,META,2023-01-02 07:00:00,HD,0.152499,-0.113484,Neutral
58,,META,2023-01-02 07:00:00,CHGG,0.299478,-0.188237,Somewhat-Bearish
55,,META,2023-01-02 07:00:00,NFLX,0.152499,-0.113484,Neutral
19198,,NVDA,2023-01-02 07:05:00,NTDOF,0.114409,0.20114,Somewhat-Bullish
19199,,NVDA,2023-01-02 07:05:00,NVDA,0.280938,0.093621,Neutral
10503,,NFLX,2023-01-02 07:30:41,NFLX,0.068698,0.071394,Neutral
