trade_date,capital,AAPL_ratio,GOOGL_ratio,MSFT_ratio,AMZN_ratio,META_ratio,cash_ratio
2023-01-12,1.0,,,,,,
2023-01-13,0.9969773955399859,0.444072328426491,-0.43001266982332653,0.5948896512685576,-0.08430920798313593,0.4451717693631685,0.03018812874824517
2023-01-17,0.9963709578475486,0.5629510746242028,0.3550113638627076,-0.24812570892569544,-0.40736169793143495,0.55048210081745,0.18704286755277003
2023-01-18,0.9908363845043289,-0.01643665297459168,0.5154535805253053,-0.6094836938461986,0.6132144239484885,0.5341015745887683,-0.036849232241772084
2023-01-19,0.9803129484605269,0.39091891821413477,0.4307482798316318,0.30148147498245914,0.31224681329999,-0.23160762463670723,-0.20378786169150834
2023-01-20,1.0247398291516014,0.2066411602829801,0.3132117562541798,0.29550318934286673,0.20749131510952976,0.32268231193791824,-0.34552973292747446
2023-01-23,1.0551568683722736,0.551326803856075,-0.05695653798380479,0.5831752759582268,-0.6448707477576036,0.6093517462331558,-0.04202654030604938
2023-01-24,1.0520727529236762,0.5971050738623895,0.4960708711242947,-0.44081918770934814,-0.32063518057009843,0.5505246075941762,0.11775381569858603
2023-01-25,1.0246089168271162,0.23290186755409598,0.4897197544451688,0.3209363969599389,-0.36699889157859455,0.48198779558037563,-0.1585469229609849
2023-01-26,1.0527908240259536,0.24349840998686856,-0.43658493304195856,0.08101034451584269,0.6307089889537633,0.5385909782170567,-0.057223788631573014
2023-01-27,1.0769058249514785,-0.5662446057243155,-0.09270877667938851,0.5766845491595471,0.6090406438777308,0.5314182370608549,-0.0581900476944289
2023-01-30,1.0452316290249197,-0.11320797437958494,0.49219079392301046,-0.008900919538878754,0.5278155932854156,0.26516032030118664,-0.16305781359114893
2023-01-31,1.0683494308712416,-0.5942875336334824,0.6251969907328867,-0.42310019188332226,0.710669687193999,0.6340402900658441,0.047480757524074685
2023-02-01,1.0926690951188838,0.22862005539414929,0.3028518200128176,0.29171116589234275,0.25076402735605285,0.3328089135142512,-0.40675598216961417
2023-02-02,1.246458428350795,0.849524633681697,-0.12495652498644957,-0.21511524572851196,-0.44939985755154066,0.7110747818262751,0.22887221275852984
2023-02-03,1.153933486043597,0.1649258726179823,-0.4358742949592198,0.7538349300238288,0.8503085802930498,-0.49665392694628274,0.16345883897064153
2023-02-06,1.1342195273326714,0.42940994854781667,0.4374439320781146,0.5165136475056759,-0.7898132394419832,0.5593612308932943,-0.15291551958291807
2023-02-07,1.1650908750252031,-0.09534047677293081,-0.19069113733581597,0.960707545274736,-0.18665808273428988,0.04737423135374004,0.46460792021456054
2023-02-08,1.1914297590457386,0.7540631334237518,-0.24411863705470513,0.8454796233602987,-0.2065337114638259,-0.4187256204172394,0.2698352121517197
2023-02-09,1.1790944882783878,0.5076295798611414,0.02987646339277472,0.04333573981098447,0.036025427411976035,0.04966210832204486,0.3334706812010784
2023-02-10,1.1830969644497467,0.6606880559277564,-0.42701056466286635,0.7968931344805401,0.0767622745705129,-0.25616974103640977,0.14883684072046663
2023-02-13,1.2102691319877366,0.6652023439028836,-0.21749405492666626,0.5985326788887609,-0.015045382038603727,-0.2336243888515981,0.20242880302522365
2023-02-14,1.2071168249875734,0.3053224514454079,0.3409585823325915,0.2265586862580189,0.37612796211385124,0.00833702177687956,-0.2573047039267493
2023-02-15,1.2344635930809444,0.5889752982740205,0.05404606965186115,-0.2691231310768023,0.5983470643001271,-0.31005943841490446,0.33781413726569776
2023-02-16,1.2106853975887715,-0.010986934873444099,0.025049637829238858,-0.15371127618691618,-0.14522101497654502,0.8800547666392813,0.4048148215683853
2023-02-17,1.1963952771805713,0.7102687307987888,0.6656332810371965,-0.2989230470363088,-0.1707678856273452,-0.2622028253974187,0.3559917462250872
2023-02-21,1.177885624459768,0.16005097373315175,0.21955987531426333,-0.19986024268751637,0.19714176018539925,0.24598274411659232,0.3771248893381096
2023-02-22,1.184360205920965,-0.07771504103946206,-0.08989096169596031,0.14698161862647177,0.6426171583813846,-0.1019359056537035,0.4799431313812694
2023-02-23,1.1836093989352385,0.10039701665163799,0.16590215482034046,0.1805608457965384,0.0071277372630644265,-0.030321065531240782,0.5763333109996597
2023-02-24,1.1615557055422931,0.7319608943718845,0.16822275411519072,0.5018169377770074,-0.3160474632458864,-0.36499159010658777,0.2790384670883913
