trade_date,all_score,pos_score,neg_score,50_ma,200_ma,prices,capital,position,ratios,lst_capital,lst_ratios,real_delta,real_delta_ratio,pred_delta,pred_delta_ratio
2023-10-25,0.056613206863403306,0.3783167190849781,-0.3217035122215748,325.6469,303.555825,340.67,1.4096883281435313,5.2885650369328914e-14,1.238151244288262e-11,1.4261866217141919,1,10.140000000000043,1.9818559,-5.022963337575176,-1.1055605
2023-10-26,-0.08828760006211023,0.2259522541002794,-0.3142398541623896,326.0231,304.12357499999996,327.89,1.3965018318486775,0.0009921368846735768,0.23976312050966625,1.3726842146178597,1,-12.78000000000003,-2.6808786,-0.2307957260389212,-0.13804807
2023-10-27,0.07619877427052228,0.2502980186389043,-0.17409924436838198,326.1729,304.61877499999997,329.81,1.4030723845607846,0.004259021238745855,0.9999918669091294,1.3807221349328018,1,1.920000000000016,0.30961862,2.3439122785311723,0.38300043
2023-10-30,0.06527965307235718,0.21191262006759642,-0.14663296699523926,326.43149999999997,305.088975,337.31,1.4349763705249876,0.00425418387726504,0.9999999999999987,1.4121202611630435,1,7.5,1.4447869,6.835821551133875,1.3068128
2023-10-31,0.1422782838344574,0.19529320938246592,-0.05301492554800851,326.8481,305.58297500000003,338.11,1.4383797083613608,0.0042541767825581694,0.9999999999997968,1.4154693946276027,1,0.8000000000000114,0.08177122,5.844881864912705,1.1180997
2023-11-01,0.07822078466415407,0.24929485321044922,-0.17107406854629517,327.1727,306.077375,346.07,1.4722429553809278,0.0042541767625283574,0.9999999977871645,1.4487932725999657,1,7.9599999999999795,1.5383672,3.9857982151588978,0.7207116
2023-11-02,0.192115541961458,0.23925075266096327,-0.04713521069950528,327.6449,306.605975,348.32,1.4818147719495447,0.004254147458088107,0.9999931094522547,1.4582127104690383,1,2.25,0.37675223,2.3770706173880574,0.39811227
2023-11-03,-0.0260226547718048,0.16288017034530639,-0.1889028251171112,328.07129999999995,307.168525,352.8,1.5008734676487618,0.00425417653866951,0.9999999999998779,1.4769678578705694,1,4.480000000000018,0.8304127,5.94659480293092,1.1297514
2023-11-06,0.1283246119817098,0.1877888520558675,-0.059464240074157716,328.72790000000003,307.772875,356.53,1.5167415459540614,0.004254176495483553,0.9999999999719067,1.492583192649076,1,3.729999999999961,0.6778363,4.859097291915507,0.9084884
2023-11-07,0.318119877576828,0.318119877576828,0.0,329.39889999999997,308.354425,360.53,1.5337582519295379,0.004254176494059468,0.9999999996525186,1.5093288599718717,1,4.0,0.7327638,4.356061995020089,0.8023006
2023-11-08,0.22252554552895681,0.22252554552895681,0.0,330.13550000000004,308.944175,363.2,1.5347232076957975,0.0010170668458635377,0.23907490602112627,1.5205065929098378,1,2.670000000000016,0.462195,-0.2315516009671211,-0.12626085
2023-11-09,0.13244365851084391,0.17816622654596964,-0.045722568035125734,330.8313,309.54997499999996,360.69,1.5223690669052088,0.00422555938464545,0.9999999744627763,1.5099986866647837,1,-2.509999999999991,-0.5915992,3.496625734097025,0.6322059
2023-11-10,0.091097139649921,0.261067228184806,-0.169970088534885,331.4693,310.150375,369.67,1.5602314676383071,0.004216828974451828,0.9990797079757887,1.5475927098044597,1,8.980000000000018,1.7458711,1.3979797609827205,0.1920887
2023-11-13,0.2071663737297058,0.2693113764127096,-0.06214500268300374,332.3075,310.758725,366.68,1.5578931295334115,3.504602446808977e-08,8.303552475280598e-06,1.53507532348067,1,-2.990000000000009,-0.68924814,-2.339763764414915,-0.5701538
2023-11-14,-0.05768500623248872,0.23459358726228988,-0.2922785934947786,333.0679,311.351325,370.27,1.5585757633411483,0.00022454573113058648,0.05285114051155947,1.5501045599028789,1,3.589999999999975,0.6493554,-0.5771953958354541,-0.21952464
2023-11-15,0.17286811376872815,0.2591863933362459,-0.08631827956751774,333.80230000000006,311.989125,369.67,1.5538371391177834,0.0042092063347169304,0.9999788693072963,1.5475927098044597,1,-0.5999999999999659,-0.20303804,2.152952562602532,0.3531924
2023-11-16,0.2798359449952841,0.35078661143779755,-0.07095066644251347,334.5381,312.598425,376.17,1.581154130416683,0.004203132219416028,0.9999580061741236,1.5748044192040025,1,6.5,1.2413517,2.0155891917435227,0.34537873
2023-11-17,0.06675700843334198,0.18877049162983894,-0.12201348319649696,335.4633,313.215525,369.85,1.5787802671633828,3.8654993117182475e-07,9.196351248223075e-05,1.5483462648339854,1,-6.319999999999993,-1.3666873,-1.8588053390591623,-0.49896598
2023-11-20,0.1467020618064063,0.2716470296893801,-0.12494496788297381,336.1749,313.74177499999996,377.44,1.6088033343376564,0.00426750426973349,0.9997188886815461,1.58012116857899,1,7.589999999999975,1.4630961,1.6352957330316786,0.2535793
2023-11-21,0.36698878606160484,0.3982442518075307,-0.03125546574592591,336.9649,314.337225,373.07,1.6063872440865028,8.886085766133248e-12,2.0847571234989758e-09,1.5618265270288358,1,-4.3700000000000045,-0.9699887,-3.997722694785311,-0.900729
2023-11-22,0.09012249443266127,0.2114942404958937,-0.12137174606323242,337.79089999999997,314.918725,377.85,1.6245596603063523,0.004305856730205718,0.9999992070724787,1.5818375994795766,1,4.78000000000003,0.89144325,2.8095066449412784,0.50468314
