volumn,vwap,open,close,high,low,time,num_trades
7505133.0,292.1372,295.13,291.88,297.6199,289.5,2022-10-31 04:00:00,116719
6916424.0,290.3235,296.17,286.75,299.7,286.42,2022-11-01 04:00:00,113127
10367620.0,279.417,286.4,273.0,287.33,272.84,2022-11-02 04:00:00,174619
7057350.0,272.2566,271.25,269.06,276.29,268.8,2022-11-03 04:00:00,121945
11124694.0,261.9374,272.02,260.79,274.97,255.32,2022-11-04 04:00:00,188752
7927033.0,256.3793,261.06,258.6,261.155,252.09,2022-11-07 05:00:00,144162
7683826.0,262.5399,259.92,263.46,266.08,256.8801,2022-11-08 05:00:00,138655
7263082.0,257.2062,259.66,254.66,260.9,254.2202,2022-11-09 05:00:00,121442
9667323.0,270.0344,265.99,274.97,275.36,260.0901,2022-11-10 05:00:00,162398
9573834.0,284.7034,274.47,290.13,290.66,271.5577,2022-11-11 05:00:00,161002
17973398.0,301.9829,290.0,299.27,311.0,288.19,2022-11-14 05:00:00,278001
14626932.0,309.6387,309.2,310.2,312.71,302.55,2022-11-15 05:00:00,208664
8038556.0,306.6542,309.94,306.02,310.49,303.61,2022-11-16 05:00:00,130775
9838220.0,295.1827,294.72,295.28,299.82,291.0,2022-11-17 05:00:00,160023
8390108.0,289.9302,297.33,287.98,298.0,287.0,2022-11-18 05:00:00,124180
7256507.0,285.8992,291.0,285.05,291.87,282.66,2022-11-21 05:00:00,123855
6220119.0,283.6583,284.99,286.69,286.98,277.34,2022-11-22 05:00:00,101905
5918988.0,288.4167,285.91,291.5,292.47,283.76,2022-11-23 05:00:00,98486
3235953.0,286.2049,289.0,285.54,289.21,284.17,2022-11-25 05:00:00,59667
4707049.0,284.1618,284.0,281.17,289.55,280.53,2022-11-28 05:00:00,93044
5786874.0,279.9187,282.5,280.96,282.96,275.94,2022-11-29 05:00:00,98097
16070120.0,298.5126,281.37,305.53,308.26,280.41,2022-11-30 05:00:00,226556
14664866.0,315.7958,303.99,316.95,319.8,303.03,2022-12-01 05:00:00,244694
12690602.0,318.1587,310.49,320.41,321.99,310.0,2022-12-02 05:00:00,200018
8415829.0,316.4992,316.46,312.59,322.77,310.92,2022-12-05 05:00:00,152406
7192964.0,306.264,311.0,305.56,313.2231,303.13,2022-12-06 05:00:00,125467
7821634.0,306.3752,306.5,308.42,309.61,302.1,2022-12-07 05:00:00,125357
7205326.0,309.1794,309.11,310.26,312.38,304.8098,2022-12-08 05:00:00,122885
14364032.0,323.876,321.45,320.01,329.0,319.52,2022-12-09 05:00:00,240859
10148614.0,313.233,320.0,315.18,323.18,308.85,2022-12-12 05:00:00,162472
10756428.0,325.6826,328.0,320.34,332.7236,317.199,2022-12-13 05:00:00,197885
7539291.0,320.4955,318.97,317.83,324.71,314.42,2022-12-14 05:00:00,127309
17720656.0,292.8404,302.12,290.41,303.39,286.55,2022-12-15 05:00:00,293417
14076845.0,291.2837,288.76,290.71,294.7199,288.7,2022-12-16 05:00:00,164920
6163667.0,288.8656,289.73,288.3,292.25,286.13,2022-12-19 05:00:00,109229
6918114.0,286.4723,281.24,288.19,289.28,280.81,2022-12-20 05:00:00,115408
6376173.0,296.2549,289.99,297.96,300.66,286.5,2022-12-21 05:00:00,120355
7856192.0,295.5804,298.09,297.75,298.88,290.8131,2022-12-22 05:00:00,130549
4251108.0,294.7743,296.18,294.965,298.4614,291.91,2022-12-23 05:00:00,91573
5778098.0,286.8337,293.19,284.17,293.57,282.13,2022-12-27 05:00:00,115469
5939369.0,277.9958,281.92,276.88,285.19,273.41,2022-12-28 05:00:00,120141
9588527.0,290.5858,283.18,291.12,295.4999,281.01,2022-12-29 05:00:00,155603
7566892.0,290.2027,285.53,294.88,295.01,283.22,2022-12-30 05:00:00,141698
6763964.0,293.9222,298.06,294.95,298.39,288.7,2023-01-03 05:00:00,129813
9305454.0,305.4959,298.24,309.41,311.135,295.51,2023-01-04 05:00:00,172350
8328390.0,310.3685,307.0,309.7,314.18,304.545,2023-01-05 05:00:00,149794
8959839.0,311.5998,311.57,315.55,316.77,303.69,2023-01-06 05:00:00,161602
